n,deslocamento,x,y
2905,16086,160,86
2906,16090,160,90
2907,16094,160,94
2908,16098,160,98
2909,16102,161,2
2910,16106,161,6
2911,16110,161,10
2912,16114,161,14
2913,16118,161,18
2914,16122,161,22
2915,16126,161,26
2916,16130,161,30
2917,16134,161,34
2918,16138,161,38
2919,16142,161,42
2920,16146,161,46
2921,16150,161,50
2922,16154,161,54
2923,16158,161,58
2924,16162,161,62
2925,16166,161,66
2926,16170,161,70
2927,16174,161,74
2928,16178,161,78
2929,16182,161,82
2930,16186,161,86
2931,16190,161,90
2932,16194,161,94
2933,16198,161,98
2934,16202,162,2
2935,16206,162,6
2936,16210,162,10
2937,16214,162,14
2938,16218,162,18
2939,16222,162,22
2940,16226,162,26
2941,16230,162,30
2942,16234,162,34
2943,16238,162,38
2944,16242,162,42
2945,16246,162,46
2946,16250,162,50
2947,16254,162,54
2948,16258,162,58
2949,16262,162,62
2950,16266,162,66
2951,16270,162,70
2952,16274,162,74
2953,16278,162,78
2954,16282,162,82
2955,16286,162,86
2956,16290,162,90
2957,16294,162,94
2958,16298,162,98
2959,16302,163,2
2960,16306,163,6
2961,16310,163,10
2962,16314,163,14
2963,16318,163,18
2964,16322,163,22
2965,16326,163,26
2966,16330,163,30
2967,16334,163,34
2968,16338,163,38
2969,16342,163,42
2970,16346,163,46
2971,16350,163,50
2972,16354,163,54
2973,16358,163,58
2974,16362,163,62
2975,16366,163,66
2976,16370,163,70
2977,16374,163,74
2978,16378,163,78
2979,16382,163,82
2980,16386,163,86
2981,16390,163,90
2982,16394,163,94
2983,16398,163,98
2984,16402,164,2
2985,16406,164,6
2986,16410,164,10
2987,16414,164,14
2988,16418,164,18
2989,16422,164,22
2990,16426,164,26
2991,16430,164,30
2992,16434,164,34
2993,16438,164,38
2994,16442,164,42
2995,16446,164,46
2996,16450,164,50
2997,16454,164,54
2998,16458,164,58
2999,16462,164,62
3000,16466,164,66
3001,16470,164,70
3002,16474,164,74
3003,16478,164,78
3004,16482,164,82
3005,16486,164,86
3006,16490,164,90
3007,16494,164,94
3008,16498,164,98
3009,16502,165,2
3010,16506,165,6
3011,16510,165,10
3012,16514,165,14
3013,16518,165,18
3014,16522,165,22
3015,16526,165,26
3016,16530,165,30
3017,16534,165,34
3018,16538,165,38
3019,16542,165,42
3020,16546,165,46
3021,16550,165,50
3022,16554,165,54
3023,16558,165,58
3024,16562,165,62
3025,16566,165,66
3026,16570,165,70
3027,16574,165,74
3028,16578,165,78
3029,16582,165,82
3030,16586,165,86
3031,16590,165,90
3032,16594,165,94
3033,16598,165,98
3034,16602,166,2
3035,16606,166,6
3036,16610,166,10
3037,16614,166,14
3038,16618,166,18
3039,16622,166,22
3040,16626,166,26
3041,16630,166,30
3042,16634,166,34
3043,16638,166,38
3044,16642,166,42
3045,16646,166,46
3046,16650,166,50
3047,16654,166,54
3048,16658,166,58
3049,16662,166,62
3050,16666,166,66
3051,16670,166,70
3052,16674,166,74
3053,16678,166,78
3054,16682,166,82
3055,16686,166,86
3056,16690,166,90
3057,16694,166,94
3058,16698,166,98
3059,16702,167,2
3060,16706,167,6
3061,16710,167,10
3062,16714,167,14
3063,16718,167,18
3064,16722,167,22
3065,16726,167,26
3066,16730,167,30
3067,16734,167,34
3068,16738,167,38
3069,16742,167,42
3070,16746,167,46
3071,16750,167,50
3072,16754,167,54
3073,16758,167,58
3074,16762,167,62
3075,16766,167,66
3076,16770,167,70
3077,16774,167,74
3078,16778,167,78
3079,16782,167,82
3080,16786,167,86
3081,16790,167,90
3082,16794,167,94
3083,16798,167,98
3084,16802,168,2
3085,16806,168,6
3086,16810,168,10
3087,16814,168,14
3088,16818,168,18
3089,16822,168,22
3090,16826,168,26
3091,16830,168,30
3092,16834,168,34
3093,16838,168,38
3094,16842,168,42
3095,16846,168,46
3096,16850,168,50
3097,16854,168,54
3098,16858,168,58
3099,16862,168,62
3100,16866,168,66
3101,16870,168,70
3102,16874,168,74
3103,16878,168,78
3104,16882,168,82
3105,16886,168,86
3106,16890,168,90
3107,16894,168,94
3108,16898,168,98
3109,16902,169,2
3110,16906,169,6
3111,16910,169,10
3112,16914,169,14
3113,16918,169,18
3114,16922,169,22
3115,16926,169,26
3116,16930,169,30
3117,16934,169,34
3118,16938,169,38
3119,16942,169,42
3120,16946,169,46
3121,16950,169,50
3122,16954,169,54
3123,16958,169,58
3124,16962,169,62
3125,16966,169,66
3126,16970,169,70
3127,16974,169,74
3128,16978,169,78
3129,16982,169,82
3130,16986,169,86
3131,16990,169,90
3132,16994,169,94
3133,16998,169,98
3134,17002,170,2
3135,17006,170,6
3136,17010,170,10
3137,17014,170,14
3138,17018,170,18
3139,17022,170,22
3140,17026,170,26
3141,17030,170,30
3142,17034,170,34
3143,17038,170,38
3144,17042,170,42
3145,17046,170,46
3146,17050,170,50
3147,17054,170,54
3148,17058,170,58
3149,17062,170,62
3150,17066,170,66
3151,17070,170,70
3152,17074,170,74
3153,17078,170,78
3154,17082,170,82
3155,17086,170,86
3156,17090,170,90
3157,17094,170,94
3158,17098,170,98
3159,17102,171,2
3160,17106,171,6
3161,17110,171,10
3162,17114,171,14
3163,17118,171,18
3164,17122,171,22
3165,17126,171,26
3166,17130,171,30
3167,17134,171,34
3168,17138,171,38
3169,17142,171,42
3170,17146,171,46
3171,17150,171,50
3172,17154,171,54
3173,17158,171,58
3174,17162,171,62
3175,17166,171,66
3176,17170,171,70
3177,17174,171,74
3178,17178,171,78
3179,17182,171,82
3180,17186,171,86
3181,17190,171,90
3182,17194,171,94
3183,17198,171,98
3184,17202,172,2
3185,17206,172,6
3186,17210,172,10
3187,17214,172,14
3188,17218,172,18
3189,17222,172,22
3190,17226,172,26
3191,17230,172,30
3192,17234,172,34
3193,17238,172,38
3194,17242,172,42
3195,17246,172,46
3196,17250,172,50
3197,17254,172,54
3198,17258,172,58
3199,17262,172,62
3200,17266,172,66
3201,17270,172,70
3202,17274,172,74
3203,17278,172,78
3204,17282,172,82
3205,17286,172,86
3206,17290,172,90
3207,17294,172,94
3208,17298,172,98
3209,17302,173,2
3210,17306,173,6
3211,17310,173,10
3212,17314,173,14
3213,17318,173,18
3214,17322,173,22
3215,17326,173,26
3216,17330,173,30
3217,17334,173,34
3218,17338,173,38
3219,17342,173,42
3220,17346,173,46
3221,17350,173,50
3222,17354,173,54
3223,17358,173,58
3224,17362,173,62
3225,17366,173,66
3226,17370,173,70
3227,17374,173,74
3228,17378,173,78
3229,17382,173,82
3230,17386,173,86
3231,17390,173,90
3232,17394,173,94
3233,17398,173,98
3234,17402,174,2
3235,17406,174,6
3236,17410,174,10
3237,17414,174,14
3238,17418,174,18
3239,17422,174,22
3240,17426,174,26
3241,17430,174,30
3242,17434,174,34
3243,17438,174,38
3244,17442,174,42
3245,17446,174,46
3246,17450,174,50
3247,17454,174,54
3248,17458,174,58
3249,17462,174,62
3250,17466,174,66
3251,17470,174,70
3252,17474,174,74
3253,17478,174,78
3254,17482,174,82
3255,17486,174,86
3256,17490,174,90
3257,17494,174,94
3258,17498,174,98
3259,17502,175,2
3260,17506,175,6
3261,17510,175,10
3262,17514,175,14
3263,17518,175,18
3264,17522,175,22
3265,17526,175,26
3266,17530,175,30
3267,17534,175,34
3268,17538,175,38
3269,17542,175,42
3270,17546,175,46
3271,17550,175,50
3272,17554,175,54
3273,17558,175,58
3274,17562,175,62
3275,17566,175,66
3276,17570,175,70
3277,17574,175,74
3278,17578,175,78
3279,17582,175,82
3280,17586,175,86
3281,17590,175,90
3282,17594,175,94
3283,17598,175,98
3284,17602,176,2
3285,17606,176,6
3286,17610,176,10
3287,17614,176,14
3288,17618,176,18
3289,17622,176,22
3290,17626,176,26
3291,17630,176,30
3292,17634,176,34
3293,17638,176,38
3294,17642,176,42
3295,17646,176,46
3296,17650,176,50
3297,17654,176,54
3298,17658,176,58
3299,17662,176,62
3300,17666,176,66
3301,17670,176,70
3302,17674,176,74
3303,17678,176,78
3304,17682,176,82
3305,17686,176,86
3306,17690,176,90
3307,17694,176,94
3308,17698,176,98
3309,17702,177,2
3310,17706,177,6
3311,17710,177,10
3312,17714,177,14
3313,17718,177,18
3314,17722,177,22
3315,17726,177,26
3316,17730,177,30
3317,17734,177,34
3318,17738,177,38
3319,17742,177,42
3320,17746,177,46
3321,17750,177,50
3322,17754,177,54
3323,17758,177,58
3324,17762,177,62
3325,17766,177,66
3326,17770,177,70
3327,17774,177,74
3328,17778,177,78
3329,17782,177,82
3330,17786,177,86
3331,17790,177,90
3332,17794,177,94
3333,17798,177,98
3334,17802,178,2
3335,17806,178,6
3336,17810,178,10
3337,17814,178,14
3338,17818,178,18
3339,17822,178,22
3340,17826,178,26
3341,17830,178,30
3342,17834,178,34
3343,17838,178,38
3344,17842,178,42
3345,17846,178,46
3346,17850,178,50
3347,17854,178,54
3348,17858,178,58
3349,17862,178,62
3350,17866,178,66
3351,17870,178,70
3352,17874,178,74
3353,17878,178,78
3354,17882,178,82
3355,17886,178,86
3356,17890,178,90
3357,17894,178,94
3358,17898,178,98
3359,17902,179,2
3360,17906,179,6
3361,17910,179,10
3362,17914,179,14
3363,17918,179,18
3364,17922,179,22
3365,17926,179,26
3366,17930,179,30
3367,17934,179,34
3368,17938,179,38
3369,17942,179,42
3370,17946,179,46
3371,17950,179,50
3372,17954,179,54
3373,17958,179,58
3374,17962,179,62
3375,17966,179,66
3376,17970,179,70
3377,17974,179,74
3378,17978,179,78
3379,17982,179,82
3380,17986,179,86
3381,17990,179,90
3382,17994,179,94
3383,17998,179,98
3384,18002,180,2
3385,18006,180,6
3386,18010,180,10
3387,18014,180,14
3388,18018,180,18
3389,18022,180,22
3390,18026,180,26
3391,18030,180,30
3392,18034,180,34
3393,18038,180,38
3394,18042,180,42
3395,18046,180,46
3396,18050,180,50
3397,18054,180,54
3398,18058,180,58
3399,18062,180,62
3400,18066,180,66
3401,18070,180,70
3402,18074,180,74
3403,18078,180,78
3404,18082,180,82
3405,18086,180,86
3406,18090,180,90
3407,18094,180,94
3408,18098,180,98
3409,18102,181,2
3410,18106,181,6
3411,18110,181,10
3412,18114,181,14
3413,18118,181,18
3414,18122,181,22
3415,18126,181,26
3416,18130,181,30
3417,18134,181,34
3418,18138,181,38
3419,18142,181,42
3420,18146,181,46
3421,18150,181,50
3422,18154,181,54
3423,18158,181,58
3424,18162,181,62
3425,18166,181,66
3426,18170,181,70
3427,18174,181,74
3428,18178,181,78
3429,18182,181,82
3430,18186,181,86
3431,18190,181,90
3432,18194,181,94
3433,18198,181,98
3434,18202,182,2
3435,18206,182,6
3436,18210,182,10
3437,18214,182,14
3438,18218,182,18
3439,18222,182,22
3440,18226,182,26
3441,18230,182,30
3442,18234,182,34
3443,18238,182,38
3444,18242,182,42
3445,18246,182,46
3446,18250,182,50
3447,18254,182,54
3448,18258,182,58
3449,18262,182,62
3450,18266,182,66
3451,18270,182,70
3452,18274,182,74
3453,18278,182,78
3454,18282,182,82
3455,18286,182,86
3456,18290,182,90
3457,18294,182,94
3458,18298,182,98
3459,18302,183,2
3460,18306,183,6
3461,18310,183,10
3462,18314,183,14
3463,18318,183,18
3464,18322,183,22
3465,18326,183,26
3466,18330,183,30
3467,18334,183,34
3468,18338,183,38
3469,18342,183,42
3470,18346,183,46
3471,18350,183,50
3472,18354,183,54
3473,18358,183,58
3474,18362,183,62
3475,18366,183,66
3476,18370,183,70
3477,18374,183,74
3478,18378,183,78
3479,18382,183,82
3480,18386,183,86
3481,18390,183,90
3482,18394,183,94
3483,18398,183,98
3484,18402,184,2
3485,18406,184,6
3486,18410,184,10
3487,18414,184,14
3488,18418,184,18
3489,18422,184,22
3490,18426,184,26
3491,18430,184,30
3492,18434,184,34
3493,18438,184,38
3494,18442,184,42
3495,18446,184,46
3496,18450,184,50
3497,18454,184,54
3498,18458,184,58
3499,18462,184,62
3500,18466,184,66
3501,18470,184,70
3502,18474,184,74
3503,18478,184,78
3504,18482,184,82
3505,18486,184,86
3506,18490,184,90
3507,18494,184,94
3508,18498,184,98
3509,18502,185,2
3510,18506,185,6
3511,18510,185,10
3512,18514,185,14
3513,18518,185,18
3514,18522,185,22
3515,18526,185,26
3516,18530,185,30
3517,18534,185,34
3518,18538,185,38
3519,18542,185,42
3520,18546,185,46
3521,18550,185,50
3522,18554,185,54
3523,18558,185,58
3524,18562,185,62
3525,18566,185,66
3526,18570,185,70
3527,18574,185,74
3528,18578,185,78
3529,18582,185,82
3530,18586,185,86
3531,18590,185,90
3532,18594,185,94
3533,18598,185,98
3534,18602,186,2
3535,18606,186,6
3536,18610,186,10
3537,18614,186,14
3538,18618,186,18
3539,18622,186,22
3540,18626,186,26
3541,18630,186,30
3542,18634,186,34
3543,18638,186,38
3544,18642,186,42
3545,18646,186,46
3546,18650,186,50
3547,18654,186,54
3548,18658,186,58
3549,18662,186,62
3550,18666,186,66
3551,18670,186,70
3552,18674,186,74
3553,18678,186,78
3554,18682,186,82
3555,18686,186,86
3556,18690,186,90
3557,18694,186,94
3558,18698,186,98
3559,18702,187,2
3560,18706,187,6
3561,18710,187,10
3562,18714,187,14
3563,18718,187,18
3564,18722,187,22
3565,18726,187,26
3566,18730,187,30
3567,18734,187,34
3568,18738,187,38
3569,18742,187,42
3570,18746,187,46
3571,18750,187,50
3572,18754,187,54
3573,18758,187,58
3574,18762,187,62
3575,18766,187,66
3576,18770,187,70
3577,18774,187,74
3578,18778,187,78
3579,18782,187,82
3580,18786,187,86
3581,18790,187,90
3582,18794,187,94
3583,18798,187,98
3584,18802,188,2
3585,18806,188,6
3586,18810,188,10
3587,18814,188,14
3588,18818,188,18
3589,18822,188,22
3590,18826,188,26
3591,18830,188,30
3592,18834,188,34
3593,18838,188,38
3594,18842,188,42
3595,18846,188,46
3596,18850,188,50
3597,18854,188,54
3598,18858,188,58
3599,18862,188,62
3600,18866,188,66
3601,18870,188,70
3602,18874,188,74
3603,18878,188,78
3604,18882,188,82
3605,18886,188,86
3606,18890,188,90
3607,18894,188,94
3608,18898,188,98
3609,18902,189,2
3610,18906,189,6
3611,18910,189,10
3612,18914,189,14
3613,18918,189,18
3614,18922,189,22
3615,18926,189,26
3616,18930,189,30
3617,18934,189,34
3618,18938,189,38
3619,18942,189,42
3620,18946,189,46
3621,18950,189,50
3622,18954,189,54
3623,18958,189,58
3624,18962,189,62
3625,18966,189,66
3626,18970,189,70
3627,18974,189,74
3628,18978,189,78
3629,18982,189,82
3630,18986,189,86
3631,18990,189,90
3632,18994,189,94
3633,18998,189,98
3634,19002,190,2
3635,19006,190,6
3636,19010,190,10
3637,19014,190,14
3638,19018,190,18
3639,19022,190,22
3640,19026,190,26
3641,19030,190,30
3642,19034,190,34
3643,19038,190,38
3644,19042,190,42
3645,19046,190,46
3646,19050,190,50
3647,19054,190,54
3648,19058,190,58
3649,19062,190,62
3650,19066,190,66
3651,19070,190,70
3652,19074,190,74
3653,19078,190,78
3654,19082,190,82
3655,19086,190,86
3656,19090,190,90
3657,19094,190,94
3658,19098,190,98
3659,19102,191,2
3660,19106,191,6
3661,19110,191,10
3662,19114,191,14
3663,19118,191,18
3664,19122,191,22
3665,19126,191,26
3666,19130,191,30
3667,19134,191,34
3668,19138,191,38
3669,19142,191,42
3670,19146,191,46
3671,19150,191,50
3672,19154,191,54
3673,19158,191,58
3674,19162,191,62
3675,19166,191,66
3676,19170,191,70
3677,19174,191,74
3678,19178,191,78
3679,19182,191,82
3680,19186,191,86
3681,19190,191,90
3682,19194,191,94
3683,19198,191,98
3684,19202,192,2
3685,19206,192,6
3686,19210,192,10
3687,19214,192,14
3688,19218,192,18
3689,19222,192,22
3690,19226,192,26
3691,19230,192,30
3692,19234,192,34
3693,19238,192,38
3694,19242,192,42
3695,19246,192,46
3696,19250,192,50
3697,19254,192,54
3698,19258,192,58
3699,19262,192,62
3700,19266,192,66
3701,19270,192,70
3702,19274,192,74
3703,19278,192,78
3704,19282,192,82
3705,19286,192,86
3706,19290,192,90
3707,19294,192,94
3708,19298,192,98
3709,19302,193,2
3710,19306,193,6
3711,19310,193,10
3712,19314,193,14
3713,19318,193,18
3714,19322,193,22
3715,19326,193,26
3716,19330,193,30
3717,19334,193,34
3718,19338,193,38
3719,19342,193,42
3720,19346,193,46
3721,19350,193,50
3722,19354,193,54
3723,19358,193,58
3724,19362,193,62
3725,19366,193,66
3726,19370,193,70
3727,19374,193,74
3728,19378,193,78
3729,19382,193,82
3730,19386,193,86
3731,19390,193,90
3732,19394,193,94
3733,19398,193,98
3734,19402,194,2
3735,19406,194,6
3736,19410,194,10
3737,19414,194,14
3738,19418,194,18
3739,19422,194,22
3740,19426,194,26
3741,19430,194,30
3742,19434,194,34
3743,19438,194,38
3744,19442,194,42
3745,19446,194,46
3746,19450,194,50
3747,19454,194,54
3748,19458,194,58
3749,19462,194,62
3750,19466,194,66
3751,19470,194,70
3752,19474,194,74
3753,19478,194,78
3754,19482,194,82
3755,19486,194,86
3756,19490,194,90
3757,19494,194,94
3758,19498,194,98
3759,19502,195,2
3760,19506,195,6
3761,19510,195,10
3762,19514,195,14
3763,19518,195,18
3764,19522,195,22
3765,19526,195,26
3766,19530,195,30
3767,19534,195,34
3768,19538,195,38
3769,19542,195,42
3770,19546,195,46
3771,19550,195,50
3772,19554,195,54
3773,19558,195,58
3774,19562,195,62
3775,19566,195,66
3776,19570,195,70
3777,19574,195,74
3778,19578,195,78
3779,19582,195,82
3780,19586,195,86
3781,19590,195,90
3782,19594,195,94
3783,19598,195,98
3784,19602,196,2
3785,19606,196,6
3786,19610,196,10
3787,19614,196,14
3788,19618,196,18
3789,19622,196,22
3790,19626,196,26
3791,19630,196,30
3792,19634,196,34
3793,19638,196,38
3794,19642,196,42
3795,19646,196,46
3796,19650,196,50
3797,19654,196,54
3798,19658,196,58
3799,19662,196,62
3800,19666,196,66
3801,19670,196,70
3802,19674,196,74
3803,19678,196,78
3804,19682,196,82
3805,19686,196,86
3806,19690,196,90
3807,19694,196,94
3808,19698,196,98
3809,19702,197,2
3810,19706,197,6
3811,19710,197,10
3812,19714,197,14
3813,19718,197,18
3814,19722,197,22
3815,19726,197,26
3816,19730,197,30
3817,19734,197,34
3818,19738,197,38
3819,19742,197,42
3820,19746,197,46
3821,19750,197,50
3822,19754,197,54
3823,19758,197,58
3824,19762,197,62
3825,19766,197,66
3826,19770,197,70
3827,19774,197,74
3828,19778,197,78
3829,19782,197,82
3830,19786,197,86
3831,19790,197,90
3832,19794,197,94
3833,19798,197,98
3834,19802,198,2
3835,19806,198,6
3836,19810,198,10
3837,19814,198,14
3838,19818,198,18
3839,19822,198,22
3840,19826,198,26
3841,19830,198,30
3842,19834,198,34
3843,19838,198,38
3844,19842,198,42
3845,19846,198,46
3846,19850,198,50
3847,19854,198,54
3848,19858,198,58
3849,19862,198,62
3850,19866,198,66
3851,19870,198,70
3852,19874,198,74
3853,19878,198,78
3854,19882,198,82
3855,19886,198,86
3856,19890,198,90
3857,19894,198,94
3858,19898,198,98
3859,19902,199,2
3860,19906,199,6
3861,19910,199,10
3862,19914,199,14
3863,19918,199,18
3864,19922,199,22
3865,19926,199,26
3866,19930,199,30
3867,19934,199,34
3868,19938,199,38
3869,19942,199,42
3870,19946,199,46
3871,19950,199,50
3872,19954,199,54
3873,19958,199,58
3874,19962,199,62
3875,19966,199,66
3876,19970,199,70
3877,19974,199,74
3878,19978,199,78
3879,19982,199,82
3880,19986,199,86
3881,19990,199,90
3882,19994,199,94
3883,19998,199,98
3884,20002,200,2
3885,20006,200,6
3886,20010,200,10
3887,20014,200,14
3888,20018,200,18
3889,20022,200,22
3890,20026,200,26
3891,20030,200,30
3892,20034,200,34
3893,20038,200,38
3894,20042,200,42
3895,20046,200,46
3896,20050,200,50
3897,20054,200,54
3898,20058,200,58
3899,20062,200,62
3900,20066,200,66
3901,20070,200,70
3902,20074,200,74
3903,20078,200,78
3904,20082,200,82
3905,20086,200,86
3906,20090,200,90
3907,20094,200,94
3908,20098,200,98
3909,20102,201,2
3910,20106,201,6
3911,20110,201,10
3912,20114,201,14
3913,20118,201,18
3914,20122,201,22
3915,20126,201,26
3916,20130,201,30
3917,20134,201,34
3918,20138,201,38
3919,20142,201,42
3920,20146,201,46
3921,20150,201,50
3922,20154,201,54
3923,20158,201,58
3924,20162,201,62
3925,20166,201,66
3926,20170,201,70
3927,20174,201,74
3928,20178,201,78
3929,20182,201,82
3930,20186,201,86
3931,20190,201,90
3932,20194,201,94
3933,20198,201,98
3934,20202,202,2
3935,20206,202,6
3936,20210,202,10
3937,20214,202,14
3938,20218,202,18
3939,20222,202,22
3940,20226,202,26
3941,20230,202,30
3942,20234,202,34
3943,20238,202,38
3944,20242,202,42
3945,20246,202,46
3946,20250,202,50
3947,20254,202,54
3948,20258,202,58
3949,20262,202,62
3950,20266,202,66
3951,20270,202,70
3952,20274,202,74
3953,20278,202,78
3954,20282,202,82
3955,20286,202,86
3956,20290,202,90
3957,20294,202,94
3958,20298,202,98
3959,20302,203,2
3960,20306,203,6
3961,20310,203,10
3962,20314,203,14
3963,20318,203,18
3964,20322,203,22
3965,20326,203,26
3966,20330,203,30
3967,20334,203,34
3968,20338,203,38
3969,20342,203,42
3970,20346,203,46
3971,20350,203,50
3972,20354,203,54
3973,20358,203,58
3974,20362,203,62
3975,20366,203,66
3976,20370,203,70
3977,20374,203,74
3978,20378,203,78
3979,20382,203,82
3980,20386,203,86
3981,20390,203,90
3982,20394,203,94
3983,20398,203,98
3984,20402,204,2
3985,20406,204,6
3986,20410,204,10
3987,20414,204,14
3988,20418,204,18
3989,20422,204,22
3990,20426,204,26
3991,20430,204,30
3992,20434,204,34
3993,20438,204,38
3994,20442,204,42
3995,20446,204,46
3996,20450,204,50
3997,20454,204,54
3998,20458,204,58
3999,20462,204,62
4000,20466,204,66
4001,20470,204,70
4002,20474,204,74
4003,20478,204,78
4004,20482,204,82
4005,20486,204,86
4006,20490,204,90
4007,20494,204,94
4008,20498,204,98
4009,20502,205,2
4010,20506,205,6
4011,20510,205,10
4012,20514,205,14
4013,20518,205,18
4014,20522,205,22
4015,20526,205,26
4016,20530,205,30
4017,20534,205,34
4018,20538,205,38
4019,20542,205,42
4020,20546,205,46
4021,20550,205,50
4022,20554,205,54
4023,20558,205,58
4024,20562,205,62
4025,20566,205,66
4026,20570,205,70
4027,20574,205,74
4028,20578,205,78
4029,20582,205,82
4030,20586,205,86
4031,20590,205,90
4032,20594,205,94
4033,20598,205,98
4034,20602,206,2
4035,20606,206,6
4036,20610,206,10
4037,20614,206,14
4038,20618,206,18
4039,20622,206,22
4040,20626,206,26
4041,20630,206,30
4042,20634,206,34
4043,20638,206,38
4044,20642,206,42
4045,20646,206,46
4046,20650,206,50
4047,20654,206,54
4048,20658,206,58
4049,20662,206,62
4050,20666,206,66
4051,20670,206,70
4052,20674,206,74
4053,20678,206,78
4054,20682,206,82
4055,20686,206,86
4056,20690,206,90
4057,20694,206,94
4058,20698,206,98
4059,20702,207,2
4060,20706,207,6
4061,20710,207,10
4062,20714,207,14
4063,20718,207,18
4064,20722,207,22
4065,20726,207,26
4066,20730,207,30
4067,20734,207,34
4068,20738,207,38
4069,20742,207,42
4070,20746,207,46
4071,20750,207,50
4072,20754,207,54
4073,20758,207,58
4074,20762,207,62
4075,20766,207,66
4076,20770,207,70
4077,20774,207,74
4078,20778,207,78
4079,20782,207,82
4080,20786,207,86
4081,20790,207,90
4082,20794,207,94
4083,20798,207,98
4084,20802,208,2
4085,20806,208,6
4086,20810,208,10
4087,20814,208,14
4088,20818,208,18
4089,20822,208,22
4090,20826,208,26
4091,20830,208,30
4092,20834,208,34
4093,20838,208,38
4094,20842,208,42
4095,20846,208,46
4096,20850,208,50
4097,10612,106,12
4098,10616,106,16
4099,10620,106,20
4100,10624,106,24
4101,10628,106,28
4102,10632,106,32
4103,10636,106,36
4104,10640,106,40
4105,10644,106,44
4106,10648,106,48
4107,10652,106,52
4108,10656,106,56
4109,10660,106,60
4110,10664,106,64
4111,10668,106,68
4112,10672,106,72
4113,10676,106,76
4114,10680,106,80
4115,10684,106,84
4116,10688,106,88
4117,10692,106,92
4118,10696,106,96
4119,10700,107,0
4120,10704,107,4
4121,10708,107,8
4122,10712,107,12
4123,10716,107,16
4124,10720,107,20
4125,10724,107,24
4126,10728,107,28
4127,10732,107,32
4128,10736,107,36
4129,10740,107,40
4130,10744,107,44
4131,10748,107,48
4132,10752,107,52
4133,10756,107,56
4134,10760,107,60
4135,10764,107,64
4136,10768,107,68
4137,10772,107,72
4138,10776,107,76
4139,10780,107,80
4140,10784,107,84
4141,10788,107,88
4142,10792,107,92
4143,10796,107,96
4144,10800,108,0
4145,10804,108,4
4146,10808,108,8
4147,10812,108,12
4148,10816,108,16
4149,10820,108,20
4150,10824,108,24
4151,10828,108,28
4152,10832,108,32
4153,10836,108,36
4154,10840,108,40
4155,10844,108,44
4156,10848,108,48
4157,10852,108,52
4158,10856,108,56
4159,10860,108,60
4160,10864,108,64
4161,10868,108,68
4162,10872,108,72
4163,10876,108,76
4164,10880,108,80
4165,10884,108,84
4166,10888,108,88
4167,10892,108,92
4168,10896,108,96
4169,10900,109,0
4170,10904,109,4
4171,10908,109,8
4172,10912,109,12
4173,10916,109,16
4174,10920,109,20
4175,10924,109,24
4176,10928,109,28
4177,10932,109,32
4178,10936,109,36
4179,10940,109,40
4180,10944,109,44
4181,10948,109,48
4182,10952,109,52
4183,10956,109,56
4184,10960,109,60
4185,10964,109,64
4186,10968,109,68
4187,10972,109,72
4188,10976,109,76
4189,10980,109,80
4190,10984,109,84
4191,10988,109,88
4192,10992,109,92
4193,10996,109,96
4194,11000,110,0
4195,11004,110,4
4196,11008,110,8
4197,11012,110,12
4198,11016,110,16
4199,11020,110,20
4200,11024,110,24
4201,11028,110,28
4202,11032,110,32
4203,11036,110,36
4204,11040,110,40
4205,11044,110,44
4206,11048,110,48
4207,11052,110,52
4208,11056,110,56
4209,11060,110,60
4210,11064,110,64
4211,11068,110,68
4212,11072,110,72
4213,11076,110,76
4214,11080,110,80
4215,11084,110,84
4216,11088,110,88
4217,11092,110,92
4218,11096,110,96
4219,11100,111,0
4220,11104,111,4
4221,11108,111,8
4222,11112,111,12
4223,11116,111,16
4224,11120,111,20
4225,11124,111,24
4226,11128,111,28
4227,11132,111,32
4228,11136,111,36
4229,11140,111,40
4230,11144,111,44
4231,11148,111,48
4232,11152,111,52
4233,11156,111,56
4234,11160,111,60
4235,11164,111,64
4236,11168,111,68
4237,11172,111,72
4238,11176,111,76
4239,11180,111,80
4240,11184,111,84
4241,11188,111,88
4242,11192,111,92
4243,11196,111,96
4244,11200,112,0
4245,11204,112,4
4246,11208,112,8
4247,11212,112,12
4248,11216,112,16
4249,11220,112,20
4250,11224,112,24
4251,11228,112,28
4252,11232,112,32
4253,11236,112,36
4254,11240,112,40
4255,11244,112,44
4256,11248,112,48
4257,11252,112,52
4258,11256,112,56
4259,11260,112,60
4260,11264,112,64
4261,11268,112,68
4262,11272,112,72
4263,11276,112,76
4264,11280,112,80
4265,11284,112,84
4266,11288,112,88
4267,11292,112,92
4268,11296,112,96
4269,11300,113,0
4270,11304,113,4
4271,11308,113,8
4272,11312,113,12
4273,11316,113,16
4274,11320,113,20
4275,11324,113,24
4276,11328,113,28
4277,11332,113,32
4278,11336,113,36
4279,11340,113,40
4280,11344,113,44
4281,11348,113,48
4282,11352,113,52
4283,11356,113,56
4284,11360,113,60
4285,11364,113,64
4286,11368,113,68
4287,11372,113,72
4288,11376,113,76
4289,11380,113,80
4290,11384,113,84
4291,11388,113,88
4292,11392,113,92
4293,11396,113,96
4294,11400,114,0
4295,11404,114,4
4296,11408,114,8
4297,11412,114,12
4298,11416,114,16
4299,11420,114,20
4300,11424,114,24
4301,11428,114,28
4302,11432,114,32
