n,deslocamento,x,y
1507,8444,84,44
1508,8448,84,48
1509,8452,84,52
1510,8456,84,56
1511,8460,84,60
1512,8464,84,64
1513,8468,84,68
1514,8472,84,72
1515,8476,84,76
1516,8480,84,80
1517,8484,84,84
1518,8488,84,88
1519,8492,84,92
1520,8496,84,96
1521,8500,85,0
1522,8504,85,4
1523,8508,85,8
1524,8512,85,12
1525,8516,85,16
1526,8520,85,20
1527,8524,85,24
1528,8528,85,28
1529,8532,85,32
1530,8536,85,36
1531,8540,85,40
1532,8544,85,44
1533,8548,85,48
1534,8552,85,52
1535,8556,85,56
1536,8560,85,60
1537,8564,85,64
1538,8568,85,68
1539,8572,85,72
1540,8576,85,76
1541,8580,85,80
1542,8584,85,84
1543,8588,85,88
1544,8592,85,92
1545,8596,85,96
1546,8600,86,0
1547,8604,86,4
1548,8608,86,8
1549,8612,86,12
1550,8616,86,16
1551,8620,86,20
1552,8624,86,24
1553,8628,86,28
1554,8632,86,32
1555,8636,86,36
1556,8640,86,40
1557,8644,86,44
1558,8648,86,48
1559,8652,86,52
1560,8656,86,56
1561,8660,86,60
1562,8664,86,64
1563,8668,86,68
1564,8672,86,72
1565,8676,86,76
1566,8680,86,80
1567,8684,86,84
1568,8688,86,88
1569,8692,86,92
1570,8696,86,96
1571,8700,87,0
1572,8704,87,4
1573,8708,87,8
1574,8712,87,12
1575,8716,87,16
1576,8720,87,20
1577,8724,87,24
1578,8728,87,28
1579,8732,87,32
1580,8736,87,36
1581,8740,87,40
1582,8744,87,44
1583,8748,87,48
1584,8752,87,52
1585,8756,87,56
1586,8760,87,60
1587,8764,87,64
1588,8768,87,68
1589,8772,87,72
1590,8776,87,76
1591,8780,87,80
1592,8784,87,84
1593,8788,87,88
1594,8792,87,92
1595,8796,87,96
1596,8800,88,0
1597,8804,88,4
1598,8808,88,8
1599,8812,88,12
1600,8816,88,16
1601,8820,88,20
1602,8824,88,24
1603,8828,88,28
1604,8832,88,32
1605,8836,88,36
1606,8840,88,40
1607,8844,88,44
1608,8848,88,48
1609,8852,88,52
1610,8856,88,56
1611,8860,88,60
1612,8864,88,64
1613,8868,88,68
1614,8872,88,72
1615,8876,88,76
1616,8880,88,80
1617,8884,88,84
1618,8888,88,88
1619,8892,88,92
1620,8896,88,96
1621,8900,89,0
1622,8904,89,4
1623,8908,89,8
1624,8912,89,12
1625,8916,89,16
1626,8920,89,20
1627,8924,89,24
1628,8928,89,28
1629,8932,89,32
1630,8936,89,36
1631,8940,89,40
1632,8944,89,44
1633,8948,89,48
1634,8952,89,52
1635,8956,89,56
1636,8960,89,60
1637,8964,89,64
1638,8968,89,68
1639,8972,89,72
1640,8976,89,76
1641,8980,89,80
1642,8984,89,84
1643,8988,89,88
1644,8992,89,92
1645,8996,89,96
1646,9000,90,0
1647,9004,90,4
1648,9008,90,8
1649,9012,90,12
1650,9016,90,16
1651,9020,90,20
1652,9024,90,24
1653,9028,90,28
1654,9032,90,32
1655,9036,90,36
1656,9040,90,40
1657,9044,90,44
1658,9048,90,48
1659,9052,90,52
1660,9056,90,56
1661,9060,90,60
1662,9064,90,64
1663,9068,90,68
1664,9072,90,72
1665,9076,90,76
1666,9080,90,80
1667,9084,90,84
1668,9088,90,88
1669,9092,90,92
1670,9096,90,96
1671,9100,91,0
1672,9104,91,4
1673,9108,91,8
1674,9112,91,12
1675,9116,91,16
1676,9120,91,20
1677,9124,91,24
1678,9128,91,28
1679,9132,91,32
1680,9136,91,36
1681,9140,91,40
1682,9144,91,44
1683,9148,91,48
1684,9152,91,52
1685,9156,91,56
1686,9160,91,60
1687,9164,91,64
1688,9168,91,68
1689,9172,91,72
1690,9176,91,76
1691,9180,91,80
1692,9184,91,84
1693,9188,91,88
1694,9192,91,92
1695,9196,91,96
1696,9200,92,0
1697,9204,92,4
1698,9208,92,8
1699,9212,92,12
1700,9216,92,16
1701,9220,92,20
1702,9224,92,24
1703,9228,92,28
1704,9232,92,32
1705,9236,92,36
1706,9240,92,40
1707,9244,92,44
1708,9248,92,48
1709,9252,92,52
1710,9256,92,56
1711,9260,92,60
1712,9264,92,64
1713,9268,92,68
1714,9272,92,72
1715,9276,92,76
1716,9280,92,80
1717,9284,92,84
1718,9288,92,88
1719,9292,92,92
1720,9296,92,96
1721,9300,93,0
1722,9304,93,4
1723,9308,93,8
1724,9312,93,12
1725,9316,93,16
1726,9320,93,20
1727,9324,93,24
1728,9328,93,28
1729,9332,93,32
1730,9336,93,36
1731,9340,93,40
1732,9344,93,44
1733,9348,93,48
1734,9352,93,52
1735,9356,93,56
1736,9360,93,60
1737,9364,93,64
1738,9368,93,68
1739,9372,93,72
1740,9376,93,76
1741,9380,93,80
1742,9384,93,84
1743,9388,93,88
1744,9392,93,92
1745,9396,93,96
1746,9400,94,0
1747,9404,94,4
1748,9408,94,8
1749,9412,94,12
1750,9416,94,16
1751,9420,94,20
1752,9424,94,24
1753,9428,94,28
1754,9432,94,32
1755,9436,94,36
1756,9440,94,40
1757,9444,94,44
1758,9448,94,48
1759,9452,94,52
1760,9456,94,56
1761,9460,94,60
1762,9464,94,64
1763,9468,94,68
1764,9472,94,72
1765,9476,94,76
1766,9480,94,80
1767,9484,94,84
1768,9488,94,88
1769,9492,94,92
1770,9496,94,96
1771,9500,95,0
1772,9504,95,4
1773,9508,95,8
1774,9512,95,12
1775,9516,95,16
1776,9520,95,20
1777,9524,95,24
1778,9528,95,28
1779,9532,95,32
1780,9536,95,36
1781,9540,95,40
1782,9544,95,44
1783,9548,95,48
1784,9552,95,52
1785,9556,95,56
1786,9560,95,60
1787,9564,95,64
1788,9568,95,68
1789,9572,95,72
1790,9576,95,76
1791,9580,95,80
1792,9584,95,84
1793,9588,95,88
1794,9592,95,92
1795,9596,95,96
1796,9600,96,0
1797,9604,96,4
1798,9608,96,8
1799,9612,96,12
1800,9616,96,16
1801,9620,96,20
1802,9624,96,24
1803,9628,96,28
1804,9632,96,32
1805,9636,96,36
1806,9640,96,40
1807,9644,96,44
1808,9648,96,48
1809,9652,96,52
1810,9656,96,56
1811,9660,96,60
1812,9664,96,64
1813,9668,96,68
1814,9672,96,72
1815,9676,96,76
1816,9680,96,80
1817,9684,96,84
1818,9688,96,88
1819,9692,96,92
1820,9696,96,96
1821,9700,97,0
1822,9704,97,4
1823,9708,97,8
1824,9712,97,12
1825,9716,97,16
1826,9720,97,20
1827,9724,97,24
1828,9728,97,28
1829,9732,97,32
1830,9736,97,36
1831,9740,97,40
1832,9744,97,44
1833,9748,97,48
1834,9752,97,52
1835,9756,97,56
1836,9760,97,60
1837,9764,97,64
1838,9768,97,68
1839,9772,97,72
1840,9776,97,76
1841,9780,97,80
1842,9784,97,84
1843,9788,97,88
1844,9792,97,92
1845,9796,97,96
1846,9800,98,0
1847,9804,98,4
1848,9808,98,8
1849,9812,98,12
1850,9816,98,16
1851,9820,98,20
1852,9824,98,24
1853,9828,98,28
1854,9832,98,32
1855,9836,98,36
1856,9840,98,40
1857,9844,98,44
1858,9848,98,48
1859,9852,98,52
1860,9856,98,56
1861,9860,98,60
1862,9864,98,64
1863,9868,98,68
1864,9872,98,72
1865,9876,98,76
1866,9880,98,80
1867,9884,98,84
1868,9888,98,88
1869,9892,98,92
1870,9896,98,96
1871,9900,99,0
1872,9904,99,4
1873,9908,99,8
1874,9912,99,12
1875,9916,99,16
1876,9920,99,20
1877,9924,99,24
1878,9928,99,28
1879,9932,99,32
1880,9936,99,36
1881,9940,99,40
1882,9944,99,44
1883,9948,99,48
1884,9952,99,52
1885,9956,99,56
1886,9960,99,60
1887,9964,99,64
1888,9968,99,68
1889,9972,99,72
1890,9976,99,76
1891,9980,99,80
1892,9984,99,84
1893,9988,99,88
1894,9992,99,92
1895,9996,99,96
1896,10000,100,0
1897,10004,100,4
1898,10008,100,8
1899,10012,100,12
1900,10016,100,16
1901,10020,100,20
1902,10024,100,24
1903,10028,100,28
1904,10032,100,32
1905,10036,100,36
1906,10040,100,40
1907,10044,100,44
1908,10048,100,48
1909,10052,100,52
1910,10056,100,56
1911,10060,100,60
1912,10064,100,64
1913,10068,100,68
1914,10072,100,72
1915,10076,100,76
1916,10080,100,80
1917,10084,100,84
1918,10088,100,88
1919,10092,100,92
1920,10096,100,96
1921,10100,101,0
1922,10104,101,4
1923,10108,101,8
1924,10112,101,12
1925,10116,101,16
1926,10120,101,20
1927,10124,101,24
1928,10128,101,28
1929,10132,101,32
1930,10136,101,36
1931,10140,101,40
1932,10144,101,44
1933,10148,101,48
1934,10152,101,52
1935,10156,101,56
1936,10160,101,60
1937,10164,101,64
1938,10168,101,68
1939,10172,101,72
1940,10176,101,76
1941,10180,101,80
1942,10184,101,84
1943,10188,101,88
1944,10192,101,92
1945,10196,101,96
1946,10200,102,0
1947,10204,102,4
1948,10208,102,8
1949,10212,102,12
1950,10216,102,16
1951,10220,102,20
1952,10224,102,24
1953,10228,102,28
1954,10232,102,32
1955,10236,102,36
1956,10240,102,40
1957,10244,102,44
1958,10248,102,48
1959,10252,102,52
1960,10256,102,56
1961,10260,102,60
1962,10264,102,64
1963,10268,102,68
1964,10272,102,72
1965,10276,102,76
1966,10280,102,80
1967,10284,102,84
1968,10288,102,88
1969,10292,102,92
1970,10296,102,96
1971,10300,103,0
1972,10304,103,4
1973,10308,103,8
1974,10312,103,12
1975,10316,103,16
1976,10320,103,20
1977,10324,103,24
1978,10328,103,28
1979,10332,103,32
1980,10336,103,36
1981,10340,103,40
1982,10344,103,44
1983,10348,103,48
1984,10352,103,52
1985,10356,103,56
1986,10360,103,60
1987,10364,103,64
1988,10368,103,68
1989,10372,103,72
1990,10376,103,76
1991,10380,103,80
1992,10384,103,84
1993,10388,103,88
1994,10392,103,92
1995,10396,103,96
1996,10400,104,0
1997,10404,104,4
1998,10408,104,8
1999,10412,104,12
2000,10416,104,16
2001,10420,104,20
2002,10424,104,24
2003,10428,104,28
2004,10432,104,32
2005,10436,104,36
2006,10440,104,40
2007,10444,104,44
2008,10448,104,48
2009,10452,104,52
2010,10456,104,56
2011,10460,104,60
2012,10464,104,64
2013,10468,104,68
2014,10472,104,72
2015,10476,104,76
2016,10480,104,80
2017,10484,104,84
2018,10488,104,88
2019,10492,104,92
2020,10496,104,96
2021,10500,105,0
2022,10504,105,4
2023,10508,105,8
2024,10512,105,12
2025,10516,105,16
2026,10520,105,20
2027,10524,105,24
2028,10528,105,28
2029,10532,105,32
2030,10536,105,36
2031,10540,105,40
2032,10544,105,44
2033,10548,105,48
2034,10552,105,52
2035,10556,105,56
2036,10560,105,60
2037,10564,105,64
2038,10568,105,68
2039,10572,105,72
2040,10576,105,76
2041,10580,105,80
2042,10584,105,84
2043,10588,105,88
2044,10592,105,92
2045,10596,105,96
2046,10600,106,0
2047,10604,106,4
2048,10608,106,8
2049,5490,54,90
2050,5494,54,94
2051,5498,54,98
2052,5502,55,2
2053,5506,55,6
2054,5510,55,10
2055,5514,55,14
2056,5518,55,18
2057,5522,55,22
2058,5526,55,26
2059,5530,55,30
2060,5534,55,34
2061,5538,55,38
2062,5542,55,42
2063,5546,55,46
2064,5550,55,50
2065,5554,55,54
2066,5558,55,58
2067,5562,55,62
2068,5566,55,66
2069,5570,55,70
2070,5574,55,74
2071,5578,55,78
2072,5582,55,82
2073,5586,55,86
2074,5590,55,90
2075,5594,55,94
2076,5598,55,98
2077,5602,56,2
2078,5606,56,6
2079,5610,56,10
2080,5614,56,14
2081,5618,56,18
2082,5622,56,22
2083,5626,56,26
2084,5630,56,30
2085,5634,56,34
2086,5638,56,38
2087,5642,56,42
2088,5646,56,46
2089,5650,56,50
2090,5654,56,54
2091,5658,56,58
2092,5662,56,62
2093,5666,56,66
2094,5670,56,70
2095,5674,56,74
2096,5678,56,78
2097,5682,56,82
2098,5686,56,86
2099,5690,56,90
2100,5694,56,94
2101,5698,56,98
2102,5702,57,2
2103,5706,57,6
2104,5710,57,10
2105,5714,57,14
2106,5718,57,18
2107,5722,57,22
2108,5726,57,26
2109,5730,57,30
2110,5734,57,34
2111,5738,57,38
2112,5742,57,42
2113,5746,57,46
2114,5750,57,50
2115,5754,57,54
2116,5758,57,58
2117,5762,57,62
2118,5766,57,66
2119,5770,57,70
2120,5774,57,74
2121,5778,57,78
2122,5782,57,82
2123,5786,57,86
2124,5790,57,90
2125,5794,57,94
2126,5798,57,98
2127,5802,58,2
2128,5806,58,6
2129,5810,58,10
2130,5814,58,14
2131,5818,58,18
2132,5822,58,22
2133,5826,58,26
2134,5830,58,30
2135,5834,58,34
2136,5838,58,38
2137,5842,58,42
2138,5846,58,46
2139,5850,58,50
2140,5854,58,54
2141,5858,58,58
2142,5862,58,62
2143,5866,58,66
2144,5870,58,70
2145,5874,58,74
2146,5878,58,78
2147,5882,58,82
2148,5886,58,86
2149,5890,58,90
2150,5894,58,94
2151,5898,58,98
2152,5902,59,2
2153,5906,59,6
2154,5910,59,10
2155,5914,59,14
2156,5918,59,18
2157,5922,59,22
2158,5926,59,26
2159,5930,59,30
2160,5934,59,34
2161,5938,59,38
2162,5942,59,42
2163,5946,59,46
2164,5950,59,50
2165,5954,59,54
2166,5958,59,58
2167,5962,59,62
2168,5966,59,66
2169,5970,59,70
2170,5974,59,74
2171,5978,59,78
2172,5982,59,82
2173,5986,59,86
2174,5990,59,90
2175,5994,59,94
2176,5998,59,98
2177,6002,60,2
2178,6006,60,6
2179,6010,60,10
2180,6014,60,14
2181,6018,60,18
2182,6022,60,22
2183,6026,60,26
2184,6030,60,30
2185,6034,60,34
2186,6038,60,38
2187,6042,60,42
2188,6046,60,46
2189,6050,60,50
2190,6054,60,54
2191,6058,60,58
2192,6062,60,62
2193,6066,60,66
2194,6070,60,70
2195,6074,60,74
2196,6078,60,78
2197,6082,60,82
2198,6086,60,86
2199,6090,60,90
2200,6094,60,94
2201,6098,60,98
2202,6102,61,2
2203,6106,61,6
2204,6110,61,10
2205,6114,61,14
2206,6118,61,18
2207,6122,61,22
2208,6126,61,26
2209,6130,61,30
2210,6134,61,34
2211,6138,61,38
2212,6142,61,42
2213,6146,61,46
2214,6150,61,50
2215,6154,61,54
2216,6158,61,58
2217,6162,61,62
2218,6166,61,66
2219,6170,61,70
2220,6174,61,74
2221,6178,61,78
2222,6182,61,82
2223,6186,61,86
2224,6190,61,90
2225,6194,61,94
2226,6198,61,98
2227,6202,62,2
2228,6206,62,6
2229,6210,62,10
2230,6214,62,14
2231,6218,62,18
2232,6222,62,22
2233,6226,62,26
2234,6230,62,30
2235,6234,62,34
2236,6238,62,38
2237,6242,62,42
2238,6246,62,46
2239,6250,62,50
2240,6254,62,54
2241,6258,62,58
2242,6262,62,62
2243,6266,62,66
2244,6270,62,70
2245,6274,62,74
2246,6278,62,78
2247,6282,62,82
2248,6286,62,86
2249,6290,62,90
2250,6294,62,94
2251,6298,62,98
2252,6302,63,2
2253,6306,63,6
2254,6310,63,10
2255,6314,63,14
2256,6318,63,18
2257,6322,63,22
2258,6326,63,26
2259,6330,63,30
2260,6334,63,34
2261,6338,63,38
2262,6342,63,42
2263,6346,63,46
2264,6350,63,50
2265,6354,63,54
2266,6358,63,58
2267,6362,63,62
2268,6366,63,66
2269,6370,63,70
2270,6374,63,74
2271,6378,63,78
2272,6382,63,82
2273,6386,63,86
2274,6390,63,90
2275,6394,63,94
2276,6398,63,98
2277,6402,64,2
2278,6406,64,6
2279,6410,64,10
2280,6414,64,14
2281,6418,64,18
2282,6422,64,22
2283,6426,64,26
2284,6430,64,30
2285,6434,64,34
2286,6438,64,38
2287,6442,64,42
2288,6446,64,46
2289,6450,64,50
2290,6454,64,54
2291,6458,64,58
2292,6462,64,62
2293,6466,64,66
2294,6470,64,70
2295,6474,64,74
2296,6478,64,78
2297,6482,64,82
2298,6486,64,86
2299,6490,64,90
2300,6494,64,94
2301,6498,64,98
2302,6502,65,2
2303,6506,65,6
2304,6510,65,10
2305,6514,65,14
2306,6518,65,18
2307,6522,65,22
2308,6526,65,26
2309,6530,65,30
2310,6534,65,34
2311,6538,65,38
2312,6542,65,42
2313,6546,65,46
2314,6550,65,50
2315,6554,65,54
2316,6558,65,58
2317,6562,65,62
2318,6566,65,66
2319,6570,65,70
2320,6574,65,74
2321,6578,65,78
2322,6582,65,82
2323,6586,65,86
2324,6590,65,90
2325,6594,65,94
2326,6598,65,98
2327,6602,66,2
2328,6606,66,6
2329,6610,66,10
2330,6614,66,14
2331,6618,66,18
2332,6622,66,22
2333,6626,66,26
2334,6630,66,30
2335,6634,66,34
2336,6638,66,38
2337,6642,66,42
2338,6646,66,46
2339,6650,66,50
2340,6654,66,54
2341,6658,66,58
2342,6662,66,62
2343,6666,66,66
2344,6670,66,70
2345,6674,66,74
2346,6678,66,78
2347,6682,66,82
2348,6686,66,86
2349,6690,66,90
2350,6694,66,94
2351,6698,66,98
2352,6702,67,2
2353,6706,67,6
2354,6710,67,10
2355,6714,67,14
2356,6718,67,18
2357,6722,67,22
2358,6726,67,26
2359,6730,67,30
2360,6734,67,34
2361,6738,67,38
2362,6742,67,42
2363,6746,67,46
2364,6750,67,50
2365,6754,67,54
2366,6758,67,58
2367,6762,67,62
2368,6766,67,66
2369,6770,67,70
2370,6774,67,74
2371,6778,67,78
2372,6782,67,82
2373,6786,67,86
2374,6790,67,90
2375,6794,67,94
2376,6798,67,98
2377,6802,68,2
2378,6806,68,6
2379,6810,68,10
2380,6814,68,14
2381,6818,68,18
2382,6822,68,22
2383,6826,68,26
2384,6830,68,30
2385,6834,68,34
2386,6838,68,38
2387,6842,68,42
2388,6846,68,46
2389,6850,68,50
2390,6854,68,54
2391,6858,68,58
2392,6862,68,62
2393,6866,68,66
2394,6870,68,70
2395,6874,68,74
2396,6878,68,78
2397,6882,68,82
2398,6886,68,86
2399,6890,68,90
2400,6894,68,94
2401,6898,68,98
2402,6902,69,2
2403,6906,69,6
2404,6910,69,10
2405,6914,69,14
2406,6918,69,18
2407,6922,69,22
2408,6926,69,26
2409,6930,69,30
2410,6934,69,34
2411,6938,69,38
2412,6942,69,42
2413,6946,69,46
2414,6950,69,50
2415,6954,69,54
2416,6958,69,58
2417,6962,69,62
2418,6966,69,66
2419,6970,69,70
2420,6974,69,74
2421,6978,69,78
2422,6982,69,82
2423,6986,69,86
2424,6990,69,90
2425,6994,69,94
2426,6998,69,98
2427,7002,70,2
2428,7006,70,6
2429,7010,70,10
2430,7014,70,14
2431,7018,70,18
2432,7022,70,22
2433,7026,70,26
2434,7030,70,30
2435,7034,70,34
2436,7038,70,38
2437,7042,70,42
2438,7046,70,46
2439,7050,70,50
2440,7054,70,54
2441,7058,70,58
2442,7062,70,62
2443,7066,70,66
2444,7070,70,70
2445,7074,70,74
2446,7078,70,78
2447,7082,70,82
2448,7086,70,86
2449,7090,70,90
2450,7094,70,94
2451,7098,70,98
2452,7102,71,2
2453,7106,71,6
2454,7110,71,10
2455,7114,71,14
2456,7118,71,18
2457,7122,71,22
2458,7126,71,26
2459,7130,71,30
2460,7134,71,34
2461,7138,71,38
2462,7142,71,42
2463,7146,71,46
2464,7150,71,50
2465,7154,71,54
2466,7158,71,58
2467,7162,71,62
2468,7166,71,66
2469,7170,71,70
2470,7174,71,74
2471,7178,71,78
2472,7182,71,82
2473,7186,71,86
2474,7190,71,90
2475,7194,71,94
2476,7198,71,98
2477,7202,72,2
2478,7206,72,6
2479,7210,72,10
2480,7214,72,14
2481,7218,72,18
2482,7222,72,22
2483,7226,72,26
2484,7230,72,30
2485,7234,72,34
2486,7238,72,38
2487,7242,72,42
2488,7246,72,46
2489,7250,72,50
2490,7254,72,54
2491,7258,72,58
2492,7262,72,62
2493,7266,72,66
2494,7270,72,70
2495,7274,72,74
2496,7278,72,78
2497,7282,72,82
2498,7286,72,86
2499,7290,72,90
2500,7294,72,94
2501,7298,72,98
2502,7302,73,2
2503,7306,73,6
2504,7310,73,10
2505,7314,73,14
2506,7318,73,18
2507,7322,73,22
2508,7326,73,26
2509,7330,73,30
2510,7334,73,34
2511,7338,73,38
2512,7342,73,42
2513,7346,73,46
2514,7350,73,50
2515,7354,73,54
2516,7358,73,58
2517,7362,73,62
2518,7366,73,66
2519,7370,73,70
2520,7374,73,74
2521,7378,73,78
2522,7382,73,82
2523,7386,73,86
2524,7390,73,90
2525,7394,73,94
2526,7398,73,98
2527,7402,74,2
2528,7406,74,6
2529,7410,74,10
2530,7414,74,14
2531,7418,74,18
2532,7422,74,22
2533,7426,74,26
2534,7430,74,30
2535,7434,74,34
2536,7438,74,38
2537,7442,74,42
2538,7446,74,46
2539,7450,74,50
2540,7454,74,54
2541,7458,74,58
2542,7462,74,62
2543,7466,74,66
2544,7470,74,70
2545,7474,74,74
2546,7478,74,78
2547,7482,74,82
2548,7486,74,86
2549,7490,74,90
2550,7494,74,94
2551,7498,74,98
2552,7502,75,2
2553,7506,75,6
2554,7510,75,10
2555,7514,75,14
2556,7518,75,18
2557,7522,75,22
2558,7526,75,26
2559,7530,75,30
2560,7534,75,34
2561,14710,147,10
2562,14714,147,14
2563,14718,147,18
2564,14722,147,22
2565,14726,147,26
2566,14730,147,30
2567,14734,147,34
2568,14738,147,38
2569,14742,147,42
2570,14746,147,46
2571,14750,147,50
2572,14754,147,54
2573,14758,147,58
2574,14762,147,62
2575,14766,147,66
2576,14770,147,70
2577,14774,147,74
2578,14778,147,78
2579,14782,147,82
2580,14786,147,86
2581,14790,147,90
2582,14794,147,94
2583,14798,147,98
2584,14802,148,2
2585,14806,148,6
2586,14810,148,10
2587,14814,148,14
2588,14818,148,18
2589,14822,148,22
2590,14826,148,26
2591,14830,148,30
2592,14834,148,34
2593,14838,148,38
2594,14842,148,42
2595,14846,148,46
2596,14850,148,50
2597,14854,148,54
2598,14858,148,58
2599,14862,148,62
2600,14866,148,66
2601,14870,148,70
2602,14874,148,74
2603,14878,148,78
2604,14882,148,82
2605,14886,148,86
2606,14890,148,90
2607,14894,148,94
2608,14898,148,98
2609,14902,149,2
2610,14906,149,6
2611,14910,149,10
2612,14914,149,14
2613,14918,149,18
2614,14922,149,22
2615,14926,149,26
2616,14930,149,30
2617,14934,149,34
2618,14938,149,38
2619,14942,149,42
2620,14946,149,46
2621,14950,149,50
2622,14954,149,54
2623,14958,149,58
2624,14962,149,62
2625,14966,149,66
2626,14970,149,70
2627,14974,149,74
2628,14978,149,78
2629,14982,149,82
2630,14986,149,86
2631,14990,149,90
2632,14994,149,94
2633,14998,149,98
2634,15002,150,2
2635,15006,150,6
2636,15010,150,10
2637,15014,150,14
2638,15018,150,18
2639,15022,150,22
2640,15026,150,26
2641,15030,150,30
2642,15034,150,34
2643,15038,150,38
2644,15042,150,42
2645,15046,150,46
2646,15050,150,50
2647,15054,150,54
2648,15058,150,58
2649,15062,150,62
2650,15066,150,66
2651,15070,150,70
2652,15074,150,74
2653,15078,150,78
2654,15082,150,82
2655,15086,150,86
2656,15090,150,90
2657,15094,150,94
2658,15098,150,98
2659,15102,151,2
2660,15106,151,6
2661,15110,151,10
2662,15114,151,14
2663,15118,151,18
2664,15122,151,22
2665,15126,151,26
2666,15130,151,30
2667,15134,151,34
2668,15138,151,38
2669,15142,151,42
2670,15146,151,46
2671,15150,151,50
2672,15154,151,54
2673,15158,151,58
2674,15162,151,62
2675,15166,151,66
2676,15170,151,70
2677,15174,151,74
2678,15178,151,78
2679,15182,151,82
2680,15186,151,86
2681,15190,151,90
2682,15194,151,94
2683,15198,151,98
2684,15202,152,2
2685,15206,152,6
2686,15210,152,10
2687,15214,152,14
2688,15218,152,18
2689,15222,152,22
2690,15226,152,26
2691,15230,152,30
2692,15234,152,34
2693,15238,152,38
2694,15242,152,42
2695,15246,152,46
2696,15250,152,50
2697,15254,152,54
2698,15258,152,58
2699,15262,152,62
2700,15266,152,66
2701,15270,152,70
2702,15274,152,74
2703,15278,152,78
2704,15282,152,82
2705,15286,152,86
2706,15290,152,90
2707,15294,152,94
2708,15298,152,98
2709,15302,153,2
2710,15306,153,6
2711,15310,153,10
2712,15314,153,14
2713,15318,153,18
2714,15322,153,22
2715,15326,153,26
2716,15330,153,30
2717,15334,153,34
2718,15338,153,38
2719,15342,153,42
2720,15346,153,46
2721,15350,153,50
2722,15354,153,54
2723,15358,153,58
2724,15362,153,62
2725,15366,153,66
2726,15370,153,70
2727,15374,153,74
2728,15378,153,78
2729,15382,153,82
2730,15386,153,86
2731,15390,153,90
2732,15394,153,94
2733,15398,153,98
2734,15402,154,2
2735,15406,154,6
2736,15410,154,10
2737,15414,154,14
2738,15418,154,18
2739,15422,154,22
2740,15426,154,26
2741,15430,154,30
2742,15434,154,34
2743,15438,154,38
2744,15442,154,42
2745,15446,154,46
2746,15450,154,50
2747,15454,154,54
2748,15458,154,58
2749,15462,154,62
2750,15466,154,66
2751,15470,154,70
2752,15474,154,74
2753,15478,154,78
2754,15482,154,82
2755,15486,154,86
2756,15490,154,90
2757,15494,154,94
2758,15498,154,98
2759,15502,155,2
2760,15506,155,6
2761,15510,155,10
2762,15514,155,14
2763,15518,155,18
2764,15522,155,22
2765,15526,155,26
2766,15530,155,30
2767,15534,155,34
2768,15538,155,38
2769,15542,155,42
2770,15546,155,46
2771,15550,155,50
2772,15554,155,54
2773,15558,155,58
2774,15562,155,62
2775,15566,155,66
2776,15570,155,70
2777,15574,155,74
2778,15578,155,78
2779,15582,155,82
2780,15586,155,86
2781,15590,155,90
2782,15594,155,94
2783,15598,155,98
2784,15602,156,2
2785,15606,156,6
2786,15610,156,10
2787,15614,156,14
2788,15618,156,18
2789,15622,156,22
2790,15626,156,26
2791,15630,156,30
2792,15634,156,34
2793,15638,156,38
2794,15642,156,42
2795,15646,156,46
2796,15650,156,50
2797,15654,156,54
2798,15658,156,58
2799,15662,156,62
2800,15666,156,66
2801,15670,156,70
2802,15674,156,74
2803,15678,156,78
2804,15682,156,82
2805,15686,156,86
2806,15690,156,90
2807,15694,156,94
2808,15698,156,98
2809,15702,157,2
2810,15706,157,6
2811,15710,157,10
2812,15714,157,14
2813,15718,157,18
2814,15722,157,22
2815,15726,157,26
2816,15730,157,30
2817,15734,157,34
2818,15738,157,38
2819,15742,157,42
2820,15746,157,46
2821,15750,157,50
2822,15754,157,54
2823,15758,157,58
2824,15762,157,62
2825,15766,157,66
2826,15770,157,70
2827,15774,157,74
2828,15778,157,78
2829,15782,157,82
2830,15786,157,86
2831,15790,157,90
2832,15794,157,94
2833,15798,157,98
2834,15802,158,2
2835,15806,158,6
2836,15810,158,10
2837,15814,158,14
2838,15818,158,18
2839,15822,158,22
2840,15826,158,26
2841,15830,158,30
2842,15834,158,34
2843,15838,158,38
2844,15842,158,42
2845,15846,158,46
2846,15850,158,50
2847,15854,158,54
2848,15858,158,58
2849,15862,158,62
2850,15866,158,66
2851,15870,158,70
2852,15874,158,74
2853,15878,158,78
2854,15882,158,82
2855,15886,158,86
2856,15890,158,90
2857,15894,158,94
2858,15898,158,98
2859,15902,159,2
2860,15906,159,6
2861,15910,159,10
2862,15914,159,14
2863,15918,159,18
2864,15922,159,22
2865,15926,159,26
2866,15930,159,30
2867,15934,159,34
2868,15938,159,38
2869,15942,159,42
2870,15946,159,46
2871,15950,159,50
2872,15954,159,54
2873,15958,159,58
2874,15962,159,62
2875,15966,159,66
2876,15970,159,70
2877,15974,159,74
2878,15978,159,78
2879,15982,159,82
2880,15986,159,86
2881,15990,159,90
2882,15994,159,94
2883,15998,159,98
2884,16002,160,2
2885,16006,160,6
2886,16010,160,10
2887,16014,160,14
2888,16018,160,18
2889,16022,160,22
2890,16026,160,26
2891,16030,160,30
2892,16034,160,34
2893,16038,160,38
2894,16042,160,42
2895,16046,160,46
2896,16050,160,50
2897,16054,160,54
2898,16058,160,58
2899,16062,160,62
2900,16066,160,66
2901,16070,160,70
2902,16074,160,74
2903,16078,160,78
2904,16082,160,82
