n,offset,x,y
2553,126866,1268,66
2554,126878,1268,78
2555,126814,1268,14
2556,126758,1267,58
2557,126706,1267,6
2558,126906,1269,6
2559,126778,1267,78
2560,126750,1267,50
2561,126734,1267,34
2562,126882,1268,82
2563,126942,1269,42
2564,126870,1268,70
2565,126742,1267,42
2566,126690,1266,90
2567,126694,1266,94
2568,126698,1266,98
2569,126818,1268,18
2570,126702,1267,2
2571,126794,1267,94
2572,126834,1268,34
2573,126710,1267,10
2574,126902,1269,2
2575,126934,1269,34
2576,126714,1267,14
2577,126802,1268,2
2578,126874,1268,74
2579,126886,1268,86
2580,126922,1269,22
2581,126854,1268,54
2582,126890,1268,90
2583,126718,1267,18
2584,126726,1267,26
2585,126790,1267,90
2586,126858,1268,58
2587,126826,1268,26
2588,126738,1267,38
2589,126926,1269,26
2590,126782,1267,82
2591,126806,1268,6
2592,126898,1268,98
2593,126730,1267,30
2594,126722,1267,22
2595,126754,1267,54
2596,126746,1267,46
2597,126838,1268,38
2598,126762,1267,62
2599,126894,1268,94
2600,126810,1268,10
2601,126930,1269,30
2602,126822,1268,22
2603,126770,1267,70
2604,126830,1268,30
2605,126774,1267,74
2606,126846,1268,46
2607,126910,1269,10
2608,126914,1269,14
2609,126918,1269,18
2610,126786,1267,86
2611,127098,1270,98
2612,127134,1271,34
2613,126986,1269,86
2614,127062,1270,62
2615,127082,1270,82
2616,127110,1271,10
2617,126982,1269,82
2618,127162,1271,62
2619,127166,1271,66
2620,126970,1269,70
2621,126990,1269,90
2622,127026,1270,26
2623,127038,1270,38
2624,127030,1270,30
2625,127170,1271,70
2626,127174,1271,74
2627,126958,1269,58
2628,127046,1270,46
2629,127094,1270,94
2630,127106,1271,6
2631,127002,1270,2
2632,127190,1271,90
2633,127054,1270,54
2634,127010,1270,10
2635,127154,1271,54
2636,127158,1271,58
2637,127006,1270,6
2638,127198,1271,98
2639,127150,1271,50
2640,127130,1271,30
2641,127182,1271,82
2642,126962,1269,62
2643,127178,1271,78
2644,126994,1269,94
2645,127126,1271,26
2646,127066,1270,66
2647,127102,1271,2
2648,126946,1269,46
2649,127138,1271,38
2650,127186,1271,86
2651,127194,1271,94
2652,126966,1269,66
2653,127090,1270,90
2654,126974,1269,74
2655,126998,1269,98
2656,127142,1271,42
2657,126950,1269,50
2658,127114,1271,14
2659,127074,1270,74
2660,127070,1270,70
2661,127118,1271,18
2662,127042,1270,42
2663,127122,1271,22
2664,127014,1270,14
2665,127146,1271,46
2666,126954,1269,54
2667,127078,1270,78
2668,126978,1269,78
2669,127018,1270,18
2670,127022,1270,22
2671,127034,1270,34
2672,127050,1270,50
2673,127058,1270,58
2674,127086,1270,86
2675,127210,1272,10
2676,127354,1273,54
2677,127310,1273,10
2678,127318,1273,18
2679,127322,1273,22
2680,127246,1272,46
2681,127350,1273,50
2682,127290,1272,90
2683,127306,1273,6
2684,127374,1273,74
2685,127394,1273,94
2686,127358,1273,58
2687,127450,1274,50
2688,127398,1273,98
2689,127446,1274,46
2690,127258,1272,58
2691,127438,1274,38
2692,127266,1272,66
2693,127262,1272,62
2694,127406,1274,6
2695,127314,1273,14
2696,127454,1274,54
2697,127402,1274,2
2698,127370,1273,70
2699,127434,1274,34
2700,127234,1272,34
2701,127230,1272,30
2702,127378,1273,78
2703,127410,1274,10
2704,127270,1272,70
2705,127238,1272,38
2706,127326,1273,26
2707,127386,1273,86
2708,127202,1272,2
2709,127242,1272,42
2710,127346,1273,46
2711,127342,1273,42
2712,127218,1272,18
2713,127330,1273,30
2714,127422,1274,22
2715,127226,1272,26
2716,127382,1273,82
2717,127362,1273,62
2718,127334,1273,34
2719,127366,1273,66
2720,127278,1272,78
2721,127206,1272,6
2722,127390,1273,90
2723,127414,1274,14
2724,127338,1273,38
2725,127274,1272,74
2726,127222,1272,22
2727,127418,1274,18
2728,127294,1272,94
2729,127282,1272,82
2730,127250,1272,50
2731,127426,1274,26
2732,127214,1272,14
2733,127430,1274,30
2734,127254,1272,54
2735,127286,1272,86
2736,127298,1272,98
2737,127302,1273,2
2738,127442,1274,42
2739,127462,1274,62
2740,127562,1275,62
2741,127602,1276,2
2742,127710,1277,10
2743,127670,1276,70
2744,127702,1277,2
2745,127474,1274,74
2746,127566,1275,66
2747,127638,1276,38
2748,127630,1276,30
2749,127690,1276,90
2750,127618,1276,18
2751,127634,1276,34
2752,127466,1274,66
2753,127494,1274,94
2754,127558,1275,58
2755,127622,1276,22
2756,127594,1275,94
2757,127502,1275,2
2758,127694,1276,94
2759,127550,1275,50
2760,127570,1275,70
2761,127666,1276,66
2762,127498,1274,98
2763,127470,1274,70
2764,127518,1275,18
2765,127478,1274,78
2766,127606,1276,6
2767,127510,1275,10
2768,127626,1276,26
2769,127574,1275,74
2770,127698,1276,98
2771,127578,1275,78
2772,127538,1275,38
2773,127582,1275,82
2774,127522,1275,22
2775,127586,1275,86
2776,127642,1276,42
2777,127590,1275,90
2778,127598,1275,98
2779,127610,1276,10
2780,127614,1276,14
2781,127646,1276,46
2782,127506,1275,6
2783,127650,1276,50
2784,127654,1276,54
2785,127658,1276,58
2786,127514,1275,14
2787,127674,1276,74
2788,127678,1276,78
2789,127482,1274,82
2790,127526,1275,26
2791,127542,1275,42
2792,127554,1275,54
2793,127546,1275,46
2794,127682,1276,82
2795,127686,1276,86
2796,127486,1274,86
2797,127662,1276,62
2798,127706,1277,6
2799,127458,1274,58
2800,127530,1275,30
2801,127490,1274,90
2802,127534,1275,34
2803,127778,1277,78
2804,127922,1279,22
2805,127926,1279,26
2806,127770,1277,70
2807,127966,1279,66
2808,127918,1279,18
2809,127898,1278,98
2810,127950,1279,50
2811,127726,1277,26
2812,127942,1279,42
2813,127762,1277,62
2814,127894,1278,94
2815,127830,1278,30
2816,127870,1278,70
2817,127714,1277,14
2818,127902,1279,2
2819,127930,1279,30
2820,127958,1279,58
2821,127730,1277,30
2822,127858,1278,58
2823,127738,1277,38
2824,127750,1277,50
2825,127906,1279,6
2826,127946,1279,46
2827,127874,1278,74
2828,127842,1278,42
2829,127838,1278,38
2830,127882,1278,82
2831,127810,1278,10
2832,127878,1278,78
2833,127766,1277,66
2834,127910,1279,10
2835,127722,1277,22
2836,127846,1278,46
2837,127914,1279,14
2838,127866,1278,66
2839,127934,1279,34
2840,127954,1279,54
2841,127938,1279,38
2842,127734,1277,34
2843,127742,1277,42
2844,127746,1277,46
2845,127886,1278,86
2846,127822,1278,22
2847,127834,1278,34
2848,127850,1278,50
2849,127758,1277,58
2850,127862,1278,62
2851,127802,1278,2
2852,127818,1278,18
2853,127890,1278,90
2854,127962,1279,62
2855,127718,1277,18
2856,127754,1277,54
2857,127774,1277,74
2858,127782,1277,82
2859,127786,1277,86
2860,127790,1277,90
2861,127794,1277,94
2862,127798,1277,98
2863,127806,1278,6
2864,127826,1278,26
2865,127814,1278,14
2866,127854,1278,54
2867,128138,1281,38
2868,128202,1282,2
2869,128002,1280,2
2870,127998,1279,98
2871,128150,1281,50
2872,128038,1280,38
2873,128206,1282,6
2874,128058,1280,58
2875,127978,1279,78
2876,128006,1280,6
2877,128158,1281,58
2878,127990,1279,90
2879,128122,1281,22
2880,127986,1279,86
2881,128210,1282,10
2882,128086,1280,86
2883,128070,1280,70
2884,128014,1280,14
2885,127970,1279,70
2886,128066,1280,66
2887,128162,1281,62
2888,128222,1282,22
2889,128166,1281,66
2890,128214,1282,14
2891,128018,1280,18
2892,128178,1281,78
2893,128154,1281,54
2894,128142,1281,42
2895,128026,1280,26
2896,128090,1280,90
2897,128114,1281,14
2898,128022,1280,22
2899,128010,1280,10
2900,127974,1279,74
2901,127982,1279,82
2902,127994,1279,94
2903,128126,1281,26
2904,128130,1281,30
2905,128042,1280,42
2906,128030,1280,30
2907,128082,1280,82
2908,128218,1282,18
2909,128034,1280,34
2910,128046,1280,46
2911,128170,1281,70
2912,128134,1281,34
2913,128050,1280,50
2914,128074,1280,74
2915,128146,1281,46
2916,128054,1280,54
2917,128078,1280,78
2918,128062,1280,62
2919,128190,1281,90
2920,128094,1280,94
2921,128174,1281,74
2922,128098,1280,98
2923,128110,1281,10
2924,128182,1281,82
2925,128102,1281,2
2926,128106,1281,6
2927,128186,1281,86
2928,128118,1281,18
2929,128194,1281,94
2930,128198,1281,98
2931,128430,1284,30
2932,128434,1284,34
2933,128458,1284,58
2934,128238,1282,38
2935,128318,1283,18
2936,128398,1283,98
2937,128342,1283,42
2938,128478,1284,78
2939,128466,1284,66
2940,128386,1283,86
2941,128274,1282,74
2942,128258,1282,58
2943,128234,1282,34
2944,128390,1283,90
2945,128226,1282,26
2946,128262,1282,62
2947,128278,1282,78
2948,128290,1282,90
2949,128298,1282,98
2950,128266,1282,66
2951,128446,1284,46
2952,128354,1283,54
2953,128338,1283,38
2954,128358,1283,58
2955,128270,1282,70
2956,128322,1283,22
2957,128294,1282,94
2958,128450,1284,50
2959,128454,1284,54
2960,128242,1282,42
2961,128326,1283,26
2962,128374,1283,74
2963,128394,1283,94
2964,128282,1282,82
2965,128470,1284,70
2966,128334,1283,34
2967,128302,1283,2
2968,128438,1284,38
2969,128442,1284,42
2970,128286,1282,86
2971,128230,1282,30
2972,128462,1284,62
2973,128410,1284,10
2974,128474,1284,74
2975,128246,1282,46
2976,128250,1282,50
2977,128306,1283,6
2978,128406,1284,6
2979,128346,1283,46
2980,128382,1283,82
2981,128254,1282,54
2982,128414,1284,14
2983,128310,1283,10
2984,128314,1283,14
2985,128330,1283,30
2986,128370,1283,70
2987,128350,1283,50
2988,128362,1283,62
2989,128418,1284,18
2990,128366,1283,66
2991,128402,1284,2
2992,128378,1283,78
2993,128422,1284,22
2994,128426,1284,26
2995,128570,1285,70
2996,128634,1286,34
2997,128526,1285,26
2998,128658,1286,58
2999,128490,1284,90
3000,128602,1286,2
3001,128646,1286,46
3002,128622,1286,22
3003,128674,1286,74
3004,128698,1286,98
3005,128662,1286,62
3006,128494,1284,94
3007,128498,1284,98
3008,128502,1285,2
3009,128626,1286,26
3010,128582,1285,82
3011,128586,1285,86
3012,128590,1285,90
3013,128522,1285,22
3014,128618,1286,18
3015,128562,1285,62
3016,128578,1285,78
3017,128642,1286,42
3018,128666,1286,66
3019,128630,1286,30
3020,128710,1287,10
3021,128670,1286,70
3022,128706,1287,6
3023,128530,1285,30
3024,128702,1287,2
3025,128538,1285,38
3026,128542,1285,42
3027,128678,1286,78
3028,128594,1285,94
3029,128714,1287,14
3030,128682,1286,82
3031,128638,1286,38
3032,128694,1286,94
3033,128510,1285,10
3034,128514,1285,14
3035,128650,1286,50
3036,128546,1285,46
3037,128482,1284,82
3038,128566,1285,66
3039,128506,1285,6
3040,128518,1285,18
3041,128686,1286,86
3042,128534,1285,34
3043,128654,1286,54
3044,128550,1285,50
3045,128486,1284,86
3046,128690,1286,90
3047,128554,1285,54
3048,128598,1285,98
3049,128558,1285,58
3050,128574,1285,74
3051,128606,1286,6
3052,128610,1286,10
3053,128614,1286,14
3054,138818,1388,18
3055,138866,1388,66
3056,138918,1389,18
3057,138906,1389,6
3058,138790,1387,90
3059,138850,1388,50
3060,138878,1388,78
3061,138778,1387,78
3062,138762,1387,62
3063,138986,1389,86
3064,138734,1387,34
3065,138738,1387,38
3066,138890,1388,90
3067,138894,1388,94
3068,138802,1388,2
3069,138782,1387,82
3070,138846,1388,46
3071,138982,1389,82
3072,138742,1387,42
3073,138746,1387,46
3074,138914,1389,14
3075,138898,1388,98
3076,138806,1388,6
3077,138838,1388,38
3078,138902,1389,2
3079,138822,1388,22
3080,138842,1388,42
3081,138826,1388,26
3082,138954,1389,54
3083,138830,1388,30
3084,138910,1389,10
3085,138810,1388,10
3086,138874,1388,74
3087,138930,1389,30
3088,138774,1387,74
3089,138834,1388,34
3090,138922,1389,22
3091,138814,1388,14
3092,138934,1389,34
3093,138854,1388,54
3094,138938,1389,38
3095,138942,1389,42
3096,138966,1389,66
3097,138750,1387,50
3098,138858,1388,58
3099,138926,1389,26
3100,138862,1388,62
3101,138754,1387,54
3102,138974,1389,74
3103,138946,1389,46
3104,138786,1387,86
3105,138766,1387,66
3106,138758,1387,58
3107,138950,1389,50
3108,138770,1387,70
3109,138794,1387,94
3110,138798,1387,98
3111,138870,1388,70
3112,138882,1388,82
3113,138886,1388,86
3114,138958,1389,58
3115,138962,1389,62
3116,138970,1389,70
3117,138978,1389,78
3118,139022,1390,22
3119,139086,1390,86
3120,139054,1390,54
3121,139166,1391,66
3122,139198,1391,98
3123,139058,1390,58
3124,139026,1390,26
3125,139098,1390,98
3126,139174,1391,74
3127,138990,1389,90
3128,139030,1390,30
3129,139134,1391,34
3130,139130,1391,30
3131,139006,1390,6
3132,139102,1391,2
3133,139210,1392,10
3134,139014,1390,14
3135,139162,1391,62
3136,139150,1391,50
3137,139106,1391,6
3138,139142,1391,42
3139,139066,1390,66
3140,139238,1392,38
3141,139170,1391,70
3142,139178,1391,78
3143,139114,1391,14
3144,139062,1390,62
3145,139010,1390,10
3146,139206,1392,6
3147,139078,1390,78
3148,139050,1390,50
3149,139034,1390,34
3150,139182,1391,82
3151,139242,1392,42
3152,139186,1391,86
3153,139042,1390,42
3154,138994,1389,94
3155,138998,1389,98
3156,139002,1390,2
3157,139118,1391,18
3158,139018,1390,18
3159,139094,1390,94
3160,139138,1391,38
3161,139038,1390,38
3162,139202,1392,2
3163,139234,1392,34
3164,139046,1390,46
3165,139110,1391,10
3166,139190,1391,90
3167,139194,1391,94
3168,139222,1392,22
3169,139154,1391,54
3170,139214,1392,14
3171,139070,1390,70
3172,139074,1390,74
3173,139090,1390,90
3174,139158,1391,58
3175,139126,1391,26
3176,139082,1390,82
3177,139226,1392,26
3178,139122,1391,22
3179,139146,1391,46
3180,139218,1392,18
3181,139230,1392,30
3182,139258,1392,58
3183,139306,1393,6
3184,139266,1392,66
3185,139390,1393,90
3186,139298,1392,98
3187,139406,1394,6
3188,139362,1393,62
3189,139482,1394,82
3190,139366,1393,66
3191,139326,1393,26
3192,139370,1393,70
3193,139310,1393,10
3194,139354,1393,54
3195,139410,1394,10
3196,139350,1393,50
3197,139378,1393,78
3198,139394,1393,94
3199,139398,1393,98
3200,139434,1394,34
3201,139286,1392,86
3202,139374,1393,74
3203,139382,1393,82
3204,139414,1394,14
3205,139282,1392,82
3206,139462,1394,62
3207,139466,1394,66
3208,139270,1392,70
3209,139290,1392,90
3210,139330,1393,30
3211,139338,1393,38
3212,139334,1393,34
3213,139358,1393,58
3214,139494,1394,94
3215,139250,1392,50
3216,139254,1392,54
3217,139426,1394,26
3218,139418,1394,18
3219,139314,1393,14
3220,139386,1393,86
3221,139422,1394,22
3222,139342,1393,42
3223,139402,1394,2
3224,139346,1393,46
3225,139470,1394,70
3226,139430,1394,30
3227,139438,1394,38
3228,139318,1393,18
3229,139442,1394,42
3230,139446,1394,46
3231,139294,1392,94
3232,139450,1394,50
3233,139454,1394,54
3234,139322,1393,22
3235,139458,1394,58
3236,139474,1394,74
3237,139478,1394,78
3238,139486,1394,86
3239,139490,1394,90
3240,139262,1392,62
3241,139498,1394,98
3242,139246,1392,46
3243,139274,1392,74
3244,139278,1392,78
3245,139302,1393,2
3246,139662,1396,62
3247,139550,1395,50
3248,139534,1395,34
3249,139510,1395,10
3250,139666,1396,66
3251,139502,1395,2
3252,139538,1395,38
3253,139554,1395,54
3254,139566,1395,66
3255,139574,1395,74
3256,139542,1395,42
3257,139722,1397,22
3258,139630,1396,30
3259,139614,1396,14
3260,139634,1396,34
3261,139546,1395,46
3262,139598,1395,98
3263,139570,1395,70
3264,139678,1396,78
3265,139710,1397,10
3266,139578,1395,78
3267,139558,1395,58
3268,139610,1396,10
3269,139686,1396,86
3270,139506,1395,6
3271,139562,1395,62
3272,139646,1396,46
3273,139642,1396,42
3274,139518,1395,18
3275,139618,1396,18
3276,139726,1397,26
3277,139526,1395,26
3278,139674,1396,74
3279,139670,1396,70
3280,139622,1396,22
3281,139654,1396,54
3282,139582,1395,82
3283,139750,1397,50
3284,139682,1396,82
3285,139690,1396,90
3286,139626,1396,26
3287,139586,1395,86
3288,139522,1395,22
3289,139718,1397,18
3290,139590,1395,90
3291,139594,1395,94
3292,139602,1396,2
3293,139694,1396,94
3294,139754,1397,54
3295,139698,1396,98
3296,139606,1396,6
3297,139514,1395,14
3298,139530,1395,30
3299,139638,1396,38
3300,139650,1396,50
3301,139658,1396,58
3302,139702,1397,2
3303,139706,1397,6
3304,139714,1397,14
3305,139730,1397,30
3306,139746,1397,46
3307,139734,1397,34
3308,139738,1397,38
3309,139742,1397,42
3310,139914,1399,14
3311,139974,1399,74
3312,139906,1399,6
3313,139918,1399,18
3314,139762,1397,62
3315,139790,1397,90
3316,139850,1398,50
3317,139910,1399,10
3318,139882,1398,82
3319,139798,1397,98
3320,139978,1399,78
3321,139842,1398,42
3322,139854,1398,54
3323,139950,1399,50
3324,139794,1397,94
3325,139770,1397,70
3326,139814,1398,14
3327,139778,1397,78
3328,139890,1398,90
3329,139806,1398,6
3330,139922,1399,22
3331,139866,1398,66
3332,139982,1399,82
3333,139870,1398,70
3334,139830,1398,30
3335,139874,1398,74
3336,139818,1398,18
3337,139858,1398,58
3338,139926,1399,26
3339,139862,1398,62
3340,139886,1398,86
3341,139894,1398,94
3342,139898,1398,98
3343,139930,1399,30
3344,139802,1398,2
3345,139878,1398,78
3346,139902,1399,2
3347,139934,1399,34
3348,139810,1398,10
3349,139958,1399,58
3350,139962,1399,62
3351,139782,1397,82
3352,139822,1398,22
3353,139834,1398,34
3354,139846,1398,46
3355,139838,1398,38
3356,139966,1399,66
3357,139970,1399,70
3358,139774,1397,74
3359,139938,1399,38
3360,139942,1399,42
3361,139946,1399,46
3362,139826,1398,26
3363,139986,1399,86
3364,139954,1399,54
3365,139990,1399,90
3366,139758,1397,58
3367,139766,1397,66
3368,139786,1397,86
3369,138218,1382,18
3370,138170,1381,70
3371,138150,1381,50
3372,138202,1382,2
3373,137978,1379,78
3374,138194,1381,94
3375,138014,1380,14
3376,138146,1381,46
3377,138082,1380,82
3378,138122,1381,22
3379,137966,1379,66
3380,138154,1381,54
3381,138174,1381,74
3382,138210,1382,10
3383,137982,1379,82
3384,138110,1381,10
3385,137990,1379,90
3386,138002,1380,2
3387,138158,1381,58
3388,138198,1381,98
3389,138126,1381,26
3390,138094,1380,94
3391,138090,1380,90
3392,138134,1381,34
3393,138062,1380,62
3394,138130,1381,30
3395,138018,1380,18
3396,138162,1381,62
3397,137974,1379,74
3398,138098,1380,98
3399,138166,1381,66
3400,138118,1381,18
3401,138178,1381,78
3402,138206,1382,6
3403,138182,1381,82
3404,137986,1379,86
3405,137994,1379,94
3406,137998,1379,98
3407,138138,1381,38
3408,138074,1380,74
3409,138086,1380,86
3410,138102,1381,2
3411,138010,1380,10
3412,138114,1381,14
3413,138054,1380,54
3414,138070,1380,70
3415,138142,1381,42
3416,138186,1381,86
3417,138190,1381,90
3418,138214,1382,14
3419,137970,1379,70
3420,138006,1380,6
3421,138022,1380,22
3422,138026,1380,26
3423,138030,1380,30
3424,138034,1380,34
3425,138038,1380,38
3426,138078,1380,78
3427,138042,1380,42
3428,138046,1380,46
3429,138050,1380,50
3430,138058,1380,58
3431,138066,1380,66
3432,138106,1381,6
3433,138402,1384,2
3434,138290,1382,90
3435,138458,1384,58
3436,138310,1383,10
3437,138230,1382,30
3438,138258,1382,58
3439,138410,1384,10
3440,138242,1382,42
3441,138374,1383,74
3442,138238,1382,38
3443,138462,1384,62
3444,138338,1383,38
3445,138322,1383,22
3446,138266,1382,66
3447,138222,1382,22
3448,138354,1383,54
3449,138470,1384,70
3450,138382,1383,82
3451,138342,1383,42
3452,138302,1383,2
3453,138306,1383,6
3454,138358,1383,58
3455,138406,1384,6
3456,138394,1383,94
3457,138278,1382,78
3458,138346,1383,46
3459,138366,1383,66
3460,138270,1382,70
3461,138250,1382,50
3462,138474,1384,74
3463,138226,1382,26
3464,138234,1382,34
3465,138378,1383,78
3466,138386,1383,86
3467,138294,1382,94
3468,138274,1382,74
3469,138246,1382,46
3470,138254,1382,54
3471,138262,1382,62
3472,138390,1383,90
3473,138330,1383,30
3474,138350,1383,50
3475,138362,1383,62
3476,138282,1382,82
3477,138370,1383,70
3478,138314,1383,14
3479,138326,1383,26
3480,138398,1383,98
3481,138414,1384,14
3482,138418,1384,18
3483,138286,1382,86
3484,138422,1384,22
3485,138466,1384,66
3486,138298,1382,98
3487,138318,1383,18
3488,138334,1383,34
3489,138426,1384,26
3490,138430,1384,30
3491,138434,1384,34
3492,138438,1384,38
3493,138442,1384,42
3494,138446,1384,46
3495,138454,1384,54
3496,138450,1384,50
3497,138506,1385,6
3498,138658,1386,58
3499,138546,1385,46
3500,138714,1387,14
3501,138566,1385,66
3502,138486,1384,86
3503,138514,1385,14
3504,138666,1386,66
3505,138498,1384,98
3506,138630,1386,30
3507,138494,1384,94
3508,138718,1387,18
3509,138594,1385,94
3510,138578,1385,78
3511,138522,1385,22
3512,138478,1384,78
3513,138610,1386,10
3514,138726,1387,26
3515,138638,1386,38
3516,138598,1385,98
3517,138558,1385,58
3518,138562,1385,62
3519,138614,1386,14
3520,138662,1386,62
3521,138650,1386,50
3522,138534,1385,34
3523,138602,1386,2
3524,138622,1386,22
3525,138526,1385,26
3526,138510,1385,10
3527,138730,1387,30
3528,138482,1384,82
3529,138490,1384,90
3530,138634,1386,34
3531,138642,1386,42
3532,138550,1385,50
3533,138530,1385,30
3534,138590,1385,90
3535,138502,1385,2
3536,138518,1385,18
3537,138538,1385,38
3538,138670,1386,70
3539,138646,1386,46
3540,138554,1385,54
3541,138582,1385,82
3542,138654,1386,54
3543,138570,1385,70
3544,138586,1385,86
3545,138574,1385,74
3546,138698,1386,98
3547,138606,1386,6
3548,138674,1386,74
3549,138618,1386,18
3550,138626,1386,26
3551,138678,1386,78
3552,138542,1385,42
3553,138682,1386,82
3554,138686,1386,86
3555,138690,1386,90
3556,138694,1386,94
3557,138702,1387,2
3558,138706,1387,6
3559,138710,1387,10
3560,138722,1387,22
3561,140052,1400,52
3562,140040,1400,40
3563,140044,1400,44
3564,140240,1402,40
3565,140176,1401,76
3566,140128,1401,28
3567,140216,1402,16
3568,140048,1400,48
3569,140024,1400,24
3570,140180,1401,80
3571,140016,1400,16
3572,140056,1400,56
3573,140064,1400,64
3574,140080,1400,80
3575,140088,1400,88
3576,140060,1400,60
3577,140236,1402,36
3578,140144,1401,44
3579,140132,1401,32
3580,140148,1401,48
3581,140068,1400,68
3582,140112,1401,12
3583,140084,1400,84
3584,140192,1401,92
3585,140224,1402,24
3586,140092,1400,92
3587,140072,1400,72
3588,140124,1401,24
3589,140200,1402,0
3590,140020,1400,20
3591,140076,1400,76
3592,140160,1401,60
3593,140156,1401,56
3594,140032,1400,32
3595,140136,1401,36
3596,140244,1402,44
3597,140096,1400,96
3598,140188,1401,88
3599,140184,1401,84
3600,140140,1401,40
3601,140168,1401,68
3602,140100,1401,0
3603,140264,1402,64
3604,140196,1401,96
3605,140204,1402,4
3606,140152,1401,52
3607,140104,1401,4
3608,140036,1400,36
3609,140232,1402,32
3610,140108,1401,8
3611,140116,1401,16
3612,140120,1401,20
3613,140208,1402,8
3614,140268,1402,68
3615,140212,1402,12
3616,140164,1401,64
3617,140028,1400,28
3618,140172,1401,72
3619,140220,1402,20
3620,140228,1402,28
3621,140248,1402,48
3622,140252,1402,52
3623,140256,1402,56
3624,140260,1402,60
3625,140484,1404,84
3626,140516,1405,16
3627,140288,1402,88
3628,140380,1403,80
3629,140452,1404,52
3630,140444,1404,44
3631,140504,1405,4
3632,140432,1404,32
3633,140448,1404,48
3634,140280,1402,80
3635,140308,1403,8
3636,140372,1403,72
3637,140436,1404,36
3638,140408,1404,8
3639,140316,1403,16
3640,140508,1405,8
3641,140364,1403,64
3642,140376,1403,76
3643,140480,1404,80
3644,140312,1403,12
3645,140284,1402,84
3646,140332,1403,32
3647,140292,1402,92
3648,140416,1404,16
3649,140324,1403,24
3650,140440,1404,40
3651,140388,1403,88
3652,140512,1405,12
3653,140392,1403,92
3654,140352,1403,52
3655,140396,1403,96
3656,140336,1403,36
3657,140384,1403,84
3658,140456,1404,56
3659,140400,1404,0
3660,140404,1404,4
3661,140420,1404,20
3662,140424,1404,24
3663,140460,1404,60
3664,140320,1403,20
3665,140412,1404,12
3666,140428,1404,28
3667,140464,1404,64
3668,140328,1403,28
3669,140488,1404,88
3670,140492,1404,92
3671,140296,1402,96
3672,140340,1403,40
3673,140356,1403,56
3674,140368,1403,68
3675,140360,1403,60
3676,140496,1404,96
3677,140500,1405,0
3678,140300,1403,0
3679,140468,1404,68
3680,140472,1404,72
3681,140476,1404,76
3682,140344,1403,44
3683,140520,1405,20
3684,140524,1405,24
3685,140348,1403,48
3686,140272,1402,72
3687,140276,1402,76
3688,140304,1403,4
3689,140780,1407,80
3690,140732,1407,32
3691,140712,1407,12
3692,140764,1407,64
3693,140540,1405,40
3694,140756,1407,56
3695,140576,1405,76
3696,140708,1407,8
3697,140644,1406,44
3698,140684,1406,84
3699,140528,1405,28
3700,140716,1407,16
3701,140736,1407,36
3702,140772,1407,72
3703,140544,1405,44
3704,140672,1406,72
3705,140552,1405,52
3706,140564,1405,64
3707,140720,1407,20
3708,140760,1407,60
3709,140688,1406,88
3710,140656,1406,56
3711,140652,1406,52
3712,140696,1406,96
3713,140624,1406,24
3714,140692,1406,92
3715,140580,1405,80
3716,140724,1407,24
3717,140536,1405,36
3718,140660,1406,60
3719,140728,1407,28
3720,140680,1406,80
3721,140740,1407,40
3722,140768,1407,68
3723,140744,1407,44
3724,140776,1407,76
3725,140620,1406,20
3726,140632,1406,32
3727,140748,1407,48
3728,140568,1405,68
3729,140548,1405,48
3730,140588,1405,88
3731,140556,1405,56
3732,140676,1406,76
3733,140584,1405,84
3734,140700,1407,0
3735,140648,1406,48
3736,140532,1405,32
3737,140664,1406,64
3738,140608,1406,8
3739,140668,1406,68
3740,140592,1405,92
3741,140636,1406,36
3742,140704,1407,4
3743,140640,1406,40
3744,140752,1407,52
3745,140560,1405,60
3746,140572,1405,72
3747,140596,1405,96
3748,140600,1406,0
3749,140604,1406,4
3750,140612,1406,12
3751,140616,1406,16
3752,140628,1406,28
3753,141000,1410,0
3754,141004,1410,4
3755,140808,1408,8
3756,140820,1408,20
3757,140864,1408,64
3758,140876,1408,76
3759,140868,1408,68
3760,141008,1410,8
3761,141012,1410,12
3762,140796,1407,96
3763,140884,1408,84
3764,140932,1409,32
3765,140944,1409,44
3766,140840,1408,40
3767,141028,1410,28
3768,140892,1408,92
3769,140848,1408,48
3770,140992,1409,92
3771,140996,1409,96
3772,140844,1408,44
3773,141036,1410,36
3774,140988,1409,88
3775,140968,1409,68
3776,141020,1410,20
3777,140800,1408,0
3778,141016,1410,16
3779,140832,1408,32
3780,140964,1409,64
3781,140900,1409,0
3782,140940,1409,40
3783,140784,1407,84
3784,140972,1409,72
3785,141024,1410,24
3786,141032,1410,32
3787,140804,1408,4
3788,140928,1409,28
3789,140812,1408,12
3790,140824,1408,24
3791,140976,1409,76
3792,140788,1407,88
3793,140948,1409,48
3794,140912,1409,12
3795,140908,1409,8
3796,140952,1409,52
3797,140880,1408,80
3798,140956,1409,56
3799,140836,1408,36
3800,140980,1409,80
3801,140792,1407,92
3802,140916,1409,16
3803,140984,1409,84
3804,140936,1409,36
3805,140816,1408,16
3806,140828,1408,28
3807,140852,1408,52
3808,140856,1408,56
3809,140860,1408,60
3810,140872,1408,72
3811,140960,1409,60
3812,140896,1408,96
3813,140904,1409,4
3814,140920,1409,20
3815,140888,1408,88
3816,140924,1409,24
3817,141128,1411,28
3818,141144,1411,44
3819,141212,1412,12
3820,141232,1412,32
3821,141196,1411,96
3822,141288,1412,88
3823,141236,1412,36
