n,offset,x,y
7722,161106,1611,6
7723,161110,1611,10
7724,161162,1611,62
7725,161210,1612,10
7726,161198,1611,98
7727,161098,1610,98
7728,161150,1611,50
7729,161170,1611,70
7730,161074,1610,74
7731,161066,1610,66
7732,161038,1610,38
7733,161050,1610,50
7734,161078,1610,78
7735,161182,1611,82
7736,161190,1611,90
7737,161102,1611,2
7738,161118,1611,18
7739,161138,1611,38
7740,161122,1611,22
7741,161134,1611,34
7742,161154,1611,54
7743,161166,1611,66
7744,161202,1612,2
7745,161242,1612,42
7746,161246,1612,46
7747,161174,1611,74
7748,161222,1612,22
7749,161226,1612,26
7750,161234,1612,34
7751,161250,1612,50
7752,161238,1612,38
7753,161254,1612,54
7754,161354,1613,54
7755,161422,1614,22
7756,161478,1614,78
7757,161322,1613,22
7758,161366,1613,66
7759,161450,1614,50
7760,161358,1613,58
7761,161482,1614,82
7762,161398,1613,98
7763,161486,1614,86
7764,161490,1614,90
7765,161514,1615,14
7766,161290,1612,90
7767,161318,1613,18
7768,161306,1613,6
7769,161310,1613,10
7770,161506,1615,6
7771,161442,1614,42
7772,161394,1613,94
7773,161494,1614,94
7774,161314,1613,14
7775,161294,1612,94
7776,161446,1614,46
7777,161282,1612,82
7778,161326,1613,26
7779,161330,1613,30
7780,161346,1613,46
7781,161362,1613,62
7782,161334,1613,34
7783,161502,1615,2
7784,161410,1614,10
7785,161402,1614,2
7786,161414,1614,14
7787,161338,1613,38
7788,161378,1613,78
7789,161350,1613,50
7790,161498,1614,98
7791,161406,1614,6
7792,161370,1613,70
7793,161510,1615,10
7794,161342,1613,42
7795,161374,1613,74
7796,161518,1615,18
7797,161286,1612,86
7798,161426,1614,26
7799,161430,1614,30
7800,161298,1612,98
7801,161390,1613,90
7802,161522,1615,22
7803,161382,1613,82
7804,161454,1614,54
7805,161458,1614,58
7806,161418,1614,18
7807,161434,1614,34
7808,161386,1613,86
7809,161530,1615,30
7810,161462,1614,62
7811,161470,1614,70
7812,161438,1614,38
7813,161466,1614,66
7814,161302,1613,2
7815,161534,1615,34
7816,161526,1615,26
7817,161474,1614,74
7818,161554,1615,54
7819,161646,1616,46
7820,161718,1617,18
7821,161710,1617,10
7822,161770,1617,70
7823,161598,1615,98
7824,161574,1615,74
7825,161546,1615,46
7826,161570,1615,70
7827,161666,1616,66
7828,161566,1615,66
7829,161550,1615,50
7830,161638,1616,38
7831,161774,1617,74
7832,161630,1616,30
7833,161642,1616,42
7834,161746,1617,46
7835,161578,1615,78
7836,161558,1615,58
7837,161602,1616,2
7838,161562,1615,62
7839,161782,1617,82
7840,161694,1616,94
7841,161650,1616,50
7842,161670,1616,70
7843,161674,1616,74
7844,161702,1617,2
7845,161618,1616,18
7846,161654,1616,54
7847,161606,1616,6
7848,161658,1616,58
7849,161706,1617,6
7850,161662,1616,62
7851,161678,1616,78
7852,161686,1616,86
7853,161690,1616,90
7854,161726,1617,26
7855,161582,1615,82
7856,161682,1616,82
7857,161698,1616,98
7858,161714,1617,14
7859,161586,1615,86
7860,161754,1617,54
7861,161758,1617,58
7862,161590,1615,90
7863,161722,1617,22
7864,161730,1617,30
7865,161734,1617,34
7866,161626,1616,26
7867,161738,1617,38
7868,161742,1617,42
7869,161750,1617,50
7870,161762,1617,62
7871,161766,1617,66
7872,161778,1617,78
7873,161594,1615,94
7874,161786,1617,86
7875,161790,1617,90
7876,161610,1616,10
7877,161538,1615,38
7878,161542,1615,42
7879,161614,1616,14
7880,161622,1616,22
7881,161634,1616,34
7882,161978,1619,78
7883,162030,1620,30
7884,161806,1618,6
7885,162022,1620,22
7886,161842,1618,42
7887,161974,1619,74
7888,161910,1619,10
7889,161950,1619,50
7890,161794,1617,94
7891,161982,1619,82
7892,161998,1619,98
7893,162038,1620,38
7894,161810,1618,10
7895,161938,1619,38
7896,161818,1618,18
7897,161830,1618,30
7898,161986,1619,86
7899,162026,1620,26
7900,161954,1619,54
7901,161922,1619,22
7902,161918,1619,18
7903,161962,1619,62
7904,161890,1618,90
7905,161958,1619,58
7906,161846,1618,46
7907,161990,1619,90
7908,161802,1618,2
7909,161926,1619,26
7910,161994,1619,94
7911,161946,1619,46
7912,162002,1620,2
7913,162034,1620,34
7914,162006,1620,6
7915,161814,1618,14
7916,161822,1618,22
7917,161826,1618,26
7918,161966,1619,66
7919,161902,1619,2
7920,161914,1619,14
7921,161930,1619,30
7922,161838,1618,38
7923,161942,1619,42
7924,161882,1618,82
7925,161898,1618,98
7926,161970,1619,70
7927,162010,1620,10
7928,162014,1620,14
7929,162042,1620,42
7930,162018,1620,18
7931,162046,1620,46
7932,161850,1618,50
7933,161798,1617,98
7934,161858,1618,58
7935,161854,1618,54
7936,161834,1618,34
7937,161906,1619,6
7938,161862,1618,62
7939,161866,1618,66
7940,161870,1618,70
7941,161874,1618,74
7942,161878,1618,78
7943,161886,1618,86
7944,161894,1618,94
7945,161934,1619,34
7946,162286,1622,86
7947,162138,1621,38
7948,162058,1620,58
7949,162086,1620,86
7950,162238,1622,38
7951,162070,1620,70
7952,162202,1622,2
7953,162066,1620,66
7954,162290,1622,90
7955,162166,1621,66
7956,162150,1621,50
7957,162094,1620,94
7958,162050,1620,50
7959,162182,1621,82
7960,162298,1622,98
7961,162210,1622,10
7962,162170,1621,70
7963,162130,1621,30
7964,162134,1621,34
7965,162186,1621,86
7966,162234,1622,34
7967,162222,1622,22
7968,162106,1621,6
7969,162174,1621,74
7970,162194,1621,94
7971,162098,1620,98
7972,162078,1620,78
7973,162302,1623,2
7974,162054,1620,54
7975,162062,1620,62
7976,162206,1622,6
7977,162214,1622,14
7978,162118,1621,18
7979,162102,1621,2
7980,162162,1621,62
7981,162074,1620,74
7982,162082,1620,82
7983,162126,1621,26
7984,162122,1621,22
7985,162218,1622,18
7986,162266,1622,66
7987,162270,1622,70
7988,162090,1620,90
7989,162110,1621,10
7990,162114,1621,14
7991,162142,1621,42
7992,162274,1622,74
7993,162146,1621,46
7994,162226,1622,26
7995,162154,1621,54
7996,162190,1621,90
7997,162246,1622,46
7998,162158,1621,58
7999,162178,1621,78
8000,162230,1622,30
8001,162198,1621,98
8002,162250,1622,50
8003,162242,1622,42
8004,162254,1622,54
8005,162258,1622,58
8006,162282,1622,82
8007,162262,1622,62
8008,162278,1622,78
8009,162294,1622,94
8010,162330,1623,30
8011,162530,1625,30
8012,162466,1624,66
8013,162418,1624,18
8014,162506,1625,6
8015,162338,1623,38
8016,162314,1623,14
8017,162470,1624,70
8018,162306,1623,6
8019,162342,1623,42
8020,162354,1623,54
8021,162370,1623,70
8022,162378,1623,78
8023,162346,1623,46
8024,162526,1625,26
8025,162434,1624,34
8026,162422,1624,22
8027,162438,1624,38
8028,162350,1623,50
8029,162402,1624,2
8030,162374,1623,74
8031,162514,1625,14
8032,162426,1624,26
8033,162382,1623,82
8034,162502,1625,2
8035,162366,1623,66
8036,162334,1623,34
8037,162510,1625,10
8038,162310,1623,10
8039,162450,1624,50
8040,162446,1624,46
8041,162322,1623,22
8042,162414,1624,14
8043,162534,1625,34
8044,162358,1623,58
8045,162478,1624,78
8046,162474,1624,74
8047,162430,1624,30
8048,162458,1624,58
8049,162386,1623,86
8050,162554,1625,54
8051,162482,1624,82
8052,162494,1624,94
8053,162442,1624,42
8054,162390,1623,90
8055,162326,1623,26
8056,162522,1625,22
8057,162394,1623,94
8058,162398,1623,98
8059,162362,1623,62
8060,162498,1624,98
8061,162558,1625,58
8062,162486,1624,86
8063,162406,1624,6
8064,162318,1623,18
8065,162410,1624,10
8066,162454,1624,54
8067,162462,1624,62
8068,162490,1624,90
8069,162518,1625,18
8070,162538,1625,38
8071,162542,1625,42
8072,162546,1625,46
8073,162550,1625,50
8074,162598,1625,98
8075,162746,1627,46
8076,162794,1627,94
8077,162718,1627,18
8078,162690,1626,90
8079,162686,1626,86
8080,162730,1627,30
8081,162658,1626,58
8082,162726,1627,26
8083,162610,1626,10
8084,162754,1627,54
8085,162570,1625,70
8086,162694,1626,94
8087,162742,1627,42
8088,162714,1627,14
8089,162770,1627,70
8090,162798,1627,98
8091,162750,1627,50
8092,162574,1625,74
8093,162578,1625,78
8094,162582,1625,82
8095,162722,1627,22
8096,162670,1626,70
8097,162678,1626,78
8098,162682,1626,82
8099,162606,1626,6
8100,162710,1627,10
8101,162650,1626,50
8102,162666,1626,66
8103,162734,1627,34
8104,162758,1627,58
8105,162738,1627,38
8106,162810,1628,10
8107,162762,1627,62
8108,162806,1628,6
8109,162618,1626,18
8110,162802,1628,2
8111,162626,1626,26
8112,162622,1626,22
8113,162766,1627,66
8114,162674,1626,74
8115,162814,1628,14
8116,162774,1627,74
8117,162778,1627,78
8118,162562,1625,62
8119,162594,1625,94
8120,162590,1625,90
8121,162782,1627,82
8122,162630,1626,30
8123,162566,1625,66
8124,162654,1626,54
8125,162586,1625,86
8126,162602,1626,2
8127,162786,1627,86
8128,162614,1626,14
8129,162790,1627,90
8130,162634,1626,34
8131,162638,1626,38
8132,162698,1626,98
8133,162662,1626,62
8134,162642,1626,42
8135,162646,1626,46
8136,162702,1627,2
8137,162706,1627,6
8138,162978,1629,78
8139,162938,1629,38
8140,162898,1628,98
8141,162902,1629,2
8142,162950,1629,50
8143,163002,1630,2
8144,162990,1629,90
8145,162874,1628,74
8146,162934,1629,34
8147,162962,1629,62
8148,162862,1628,62
8149,162846,1628,46
8150,163070,1630,70
8151,162818,1628,18
8152,162822,1628,22
8153,162974,1629,74
8154,162982,1629,82
8155,162886,1628,86
8156,162866,1628,66
8157,162930,1629,30
8158,163066,1630,66
8159,162826,1628,26
8160,162894,1628,94
8161,162890,1628,90
8162,162986,1629,86
8163,163034,1630,34
8164,163038,1630,38
8165,162834,1628,34
8166,162870,1628,70
8167,162838,1628,38
8168,162906,1629,6
8169,163042,1630,42
8170,162914,1629,14
8171,162994,1629,94
8172,162910,1629,10
8173,162958,1629,58
8174,163014,1630,14
8175,162858,1628,58
8176,162918,1629,18
8177,162998,1629,98
8178,162922,1629,22
8179,163018,1630,18
8180,162942,1629,42
8181,163022,1630,22
8182,163026,1630,26
8183,163050,1630,50
8184,162830,1628,30
8185,162854,1628,54
8186,162842,1628,42
8187,162850,1628,50
8188,163046,1630,46
8189,163006,1630,6
8190,162946,1629,46
8191,163030,1630,30
8192,162878,1628,78
8193,162882,1628,82
8194,163010,1630,10
8195,162926,1629,26
8196,162954,1629,54
8197,162966,1629,66
8198,162970,1629,70
8199,163054,1630,54
8200,163058,1630,58
8201,163062,1630,62
8202,163202,1632,2
8203,163186,1631,86
8204,163206,1632,6
8205,163106,1631,6
8206,163170,1631,70
8207,163138,1631,38
8208,163282,1632,82
8209,163190,1631,90
8210,163142,1631,42
8211,163270,1632,70
8212,163134,1631,34
8213,163102,1631,2
8214,163274,1632,74
8215,163078,1630,78
8216,163218,1632,18
8217,163214,1632,14
8218,163090,1630,90
8219,163182,1631,82
8220,163294,1632,94
8221,163098,1630,98
8222,163246,1632,46
8223,163234,1632,34
8224,163194,1631,94
8225,163226,1632,26
8226,163150,1631,50
8227,163322,1633,22
8228,163250,1632,50
8229,163262,1632,62
8230,163198,1631,98
8231,163146,1631,46
8232,163094,1630,94
8233,163290,1632,90
8234,163162,1631,62
8235,163154,1631,54
8236,163118,1631,18
8237,163266,1632,66
8238,163326,1633,26
8239,163254,1632,54
8240,163126,1631,26
8241,163074,1630,74
8242,163082,1630,82
8243,163086,1630,86
8244,163210,1632,10
8245,163110,1631,10
8246,163178,1631,78
8247,163222,1632,22
8248,163114,1631,14
8249,163286,1632,86
8250,163318,1633,18
8251,163122,1631,22
8252,163230,1632,30
8253,163258,1632,58
8254,163278,1632,78
8255,163306,1633,6
8256,163158,1631,58
8257,163130,1631,30
8258,163166,1631,66
8259,163174,1631,74
8260,163238,1632,38
8261,163242,1632,42
8262,163298,1632,98
8263,163302,1633,2
8264,163310,1633,10
8265,163314,1633,14
8266,163434,1634,34
8267,163538,1635,38
8268,163366,1633,66
8269,163342,1633,42
8270,163390,1633,90
8271,163350,1633,50
8272,163574,1635,74
8273,163486,1634,86
8274,163438,1634,38
8275,163458,1634,58
8276,163466,1634,66
8277,163494,1634,94
8278,163410,1634,10
8279,163430,1634,30
8280,163394,1633,94
8281,163442,1634,42
8282,163498,1634,98
8283,163446,1634,46
8284,163462,1634,62
8285,163478,1634,78
8286,163482,1634,82
8287,163518,1635,18
8288,163370,1633,70
8289,163450,1634,50
8290,163470,1634,70
8291,163502,1635,2
8292,163374,1633,74
8293,163546,1635,46
8294,163550,1635,50
8295,163354,1633,54
8296,163454,1634,54
8297,163474,1634,74
8298,163514,1635,14
8299,163418,1634,18
8300,163490,1634,90
8301,163506,1635,6
8302,163526,1635,26
8303,163542,1635,42
8304,163510,1635,10
8305,163522,1635,22
8306,163386,1633,86
8307,163578,1635,78
8308,163530,1635,30
8309,163398,1633,98
8310,163554,1635,54
8311,163558,1635,58
8312,163402,1634,2
8313,163582,1635,82
8314,163534,1635,34
8315,163562,1635,62
8316,163566,1635,66
8317,163346,1633,46
8318,163570,1635,70
8319,163378,1633,78
8320,163330,1633,30
8321,163334,1633,34
8322,163338,1633,38
8323,163358,1633,58
8324,163362,1633,62
8325,163382,1633,82
8326,163406,1634,6
8327,163414,1634,14
8328,163422,1634,22
8329,163426,1634,26
8330,163730,1637,30
8331,163838,1638,38
8332,163798,1637,98
8333,163830,1638,30
8334,163602,1636,2
8335,163694,1636,94
8336,163766,1637,66
8337,163758,1637,58
8338,163818,1638,18
8339,163646,1636,46
8340,163622,1636,22
8341,163594,1635,94
8342,163618,1636,18
8343,163714,1637,14
8344,163614,1636,14
8345,163598,1635,98
8346,163686,1636,86
8347,163822,1638,22
8348,163678,1636,78
8349,163690,1636,90
8350,163794,1637,94
8351,163626,1636,26
8352,163606,1636,6
8353,163650,1636,50
8354,163610,1636,10
8355,163834,1638,34
8356,163742,1637,42
8357,163698,1636,98
8358,163718,1637,18
8359,163722,1637,22
8360,163750,1637,50
8361,163666,1636,66
8362,163702,1637,2
8363,163654,1636,54
8364,163706,1637,6
8365,163754,1637,54
8366,163710,1637,10
8367,163726,1637,26
8368,163734,1637,34
8369,163738,1637,38
8370,163774,1637,74
8371,163630,1636,30
8372,163746,1637,46
8373,163762,1637,62
8374,163770,1637,70
8375,163634,1636,34
8376,163802,1638,2
8377,163806,1638,6
8378,163638,1636,38
8379,163778,1637,78
8380,163782,1637,82
8381,163786,1637,86
8382,163674,1636,74
8383,163790,1637,90
8384,163810,1638,10
8385,163814,1638,14
8386,163826,1638,26
8387,163586,1635,86
8388,163590,1635,90
8389,163642,1636,42
8390,163658,1636,58
8391,163662,1636,62
8392,163670,1636,70
8393,163682,1636,82
8394,164054,1640,54
8395,163898,1638,98
8396,164094,1640,94
8397,164046,1640,46
8398,164026,1640,26
8399,164078,1640,78
8400,163854,1638,54
8401,164070,1640,70
8402,163890,1638,90
8403,164022,1640,22
8404,163958,1639,58
8405,163998,1639,98
8406,163842,1638,42
8407,164030,1640,30
8408,164050,1640,50
8409,164086,1640,86
8410,163858,1638,58
8411,163986,1639,86
8412,163866,1638,66
8413,163878,1638,78
8414,164034,1640,34
8415,164074,1640,74
8416,164002,1640,2
8417,163970,1639,70
8418,163966,1639,66
8419,164010,1640,10
8420,163938,1639,38
8421,164006,1640,6
8422,163894,1638,94
8423,164038,1640,38
8424,163850,1638,50
8425,163974,1639,74
8426,164042,1640,42
8427,163994,1639,94
8428,164058,1640,58
8429,164082,1640,82
8430,164062,1640,62
8431,163862,1638,62
8432,163870,1638,70
8433,163874,1638,74
8434,164014,1640,14
8435,163950,1639,50
8436,163962,1639,62
8437,163978,1639,78
8438,163886,1638,86
8439,163990,1639,90
8440,163930,1639,30
8441,163946,1639,46
8442,164018,1640,18
8443,164066,1640,66
8444,164090,1640,90
8445,163846,1638,46
8446,163882,1638,82
8447,163902,1639,2
8448,163906,1639,6
8449,163910,1639,10
8450,163914,1639,14
8451,163918,1639,18
8452,163922,1639,22
8453,163954,1639,54
8454,163926,1639,26
8455,163934,1639,34
8456,163942,1639,42
8457,163982,1639,82
8458,164130,1641,30
8459,164126,1641,26
8460,164278,1642,78
8461,164166,1641,66
8462,164334,1643,34
8463,164186,1641,86
8464,164106,1641,6
8465,164134,1641,34
8466,164286,1642,86
8467,164118,1641,18
8468,164250,1642,50
8469,164114,1641,14
8470,164338,1643,38
8471,164214,1642,14
8472,164198,1641,98
8473,164142,1641,42
8474,164098,1640,98
8475,164230,1642,30
8476,164346,1643,46
8477,164258,1642,58
8478,164218,1642,18
8479,164178,1641,78
8480,164182,1641,82
8481,164234,1642,34
8482,164282,1642,82
8483,164270,1642,70
8484,164154,1641,54
8485,164222,1642,22
8486,164242,1642,42
8487,164146,1641,46
8488,164138,1641,38
8489,164350,1643,50
8490,164102,1641,2
8491,164110,1641,10
8492,164254,1642,54
8493,164262,1642,62
8494,164170,1641,70
8495,164150,1641,50
8496,164210,1642,10
8497,164122,1641,22
8498,164158,1641,58
8499,164174,1641,74
8500,164190,1641,90
8501,164266,1642,66
8502,164314,1643,14
8503,164318,1643,18
8504,164162,1641,62
8505,164194,1641,94
8506,164202,1642,2
8507,164206,1642,6
8508,164322,1643,22
8509,164226,1642,26
8510,164274,1642,74
8511,164238,1642,38
8512,164246,1642,46
8513,164294,1642,94
8514,164290,1642,90
8515,164298,1642,98
8516,164302,1643,2
8517,164306,1643,6
8518,164310,1643,10
8519,164326,1643,26
8520,164330,1643,30
8521,164342,1643,42
8522,164562,1645,62
8523,164358,1643,58
8524,164386,1643,86
8525,164374,1643,74
8526,164378,1643,78
8527,164554,1645,54
8528,164498,1644,98
8529,164454,1644,54
8530,164534,1645,34
8531,164382,1643,82
8532,164362,1643,62
8533,164502,1645,2
8534,164354,1643,54
8535,164394,1643,94
8536,164410,1644,10
8537,164422,1644,22
8538,164430,1644,30
8539,164402,1644,2
8540,164566,1645,66
8541,164478,1644,78
8542,164466,1644,66
8543,164482,1644,82
8544,164398,1643,98
8545,164450,1644,50
8546,164426,1644,26
8547,164550,1645,50
8548,164470,1644,70
8549,164434,1644,34
8550,164538,1645,38
8551,164438,1644,38
8552,164390,1643,90
8553,164542,1645,42
8554,164370,1643,70
8555,164494,1644,94
8556,164490,1644,90
8557,164406,1644,6
8558,164462,1644,62
8559,164570,1645,70
8560,164414,1644,14
8561,164518,1645,18
8562,164506,1645,6
8563,164474,1644,74
8564,164510,1645,10
8565,164442,1644,42
8566,164366,1643,66
8567,164574,1645,74
8568,164418,1644,18
8569,164558,1645,58
8570,164514,1645,14
8571,164458,1644,58
8572,164446,1644,46
8573,164578,1645,78
8574,164546,1645,46
8575,164526,1645,26
8576,164486,1644,86
8577,164522,1645,22
8578,164530,1645,30
8579,160566,1605,66
8580,160766,1607,66
8581,160518,1605,18
8582,160522,1605,22
8583,160682,1606,82
8584,160586,1605,86
8585,160710,1607,10
8586,160630,1606,30
8587,160718,1607,18
8588,160722,1607,22
8589,160746,1607,46
8590,160526,1605,26
8591,160550,1605,50
8592,160538,1605,38
8593,160542,1605,42
8594,160738,1607,38
8595,160674,1606,74
8596,160626,1606,26
8597,160714,1607,14
8598,160546,1605,46
8599,160530,1605,30
8600,160678,1606,78
8601,160514,1605,14
8602,160554,1605,54
8603,160562,1605,62
8604,160578,1605,78
8605,160590,1605,90
8606,160558,1605,58
8607,160734,1607,34
8608,160642,1606,42
8609,160634,1606,34
8610,160646,1606,46
8611,160570,1605,70
8612,160610,1606,10
8613,160582,1605,82
8614,160726,1607,26
8615,160638,1606,38
8616,160594,1605,94
8617,160730,1607,30
8618,160574,1605,74
8619,160598,1605,98
8620,160742,1607,42
8621,160534,1605,34
8622,160658,1606,58
8623,160654,1606,54
8624,160602,1606,2
8625,160622,1606,22
8626,160750,1607,50
8627,160606,1606,6
8628,160686,1606,86
8629,160690,1606,90
8630,160650,1606,50
8631,160666,1606,66
8632,160614,1606,14
8633,160762,1607,62
8634,160694,1606,94
8635,160702,1607,2
8636,160662,1606,62
8637,160618,1606,18
8638,160670,1606,70
8639,160754,1607,54
8640,160698,1606,98
8641,160706,1607,6
8642,160758,1607,58
8643,181874,1818,74
8644,181870,1818,70
8645,181834,1818,34
8646,182034,1820,34
8647,181786,1817,86
8648,181790,1817,90
8649,181906,1819,6
8650,181794,1817,94
8651,181886,1818,86
8652,181926,1819,26
8653,181782,1817,82
8654,181994,1819,94
8655,182026,1820,26
8656,181798,1817,98
8657,181890,1818,90
8658,181962,1819,62
8659,181954,1819,54
8660,182014,1820,14
8661,181842,1818,42
8662,181818,1818,18
8663,181802,1818,2
8664,181814,1818,14
8665,181910,1819,10
8666,181810,1818,10
8667,181806,1818,6
8668,181882,1818,82
8669,182018,1820,18
8670,181878,1818,78
8671,181894,1818,94
8672,181990,1819,90
8673,181822,1818,22
8674,181826,1818,26
8675,181846,1818,46
8676,181830,1818,30
8677,182030,1820,30
8678,181938,1819,38
8679,181898,1818,98
8680,181914,1819,14
8681,181918,1819,18
8682,181946,1819,46
8683,181862,1818,62
8684,181902,1819,2
8685,181850,1818,50
8686,181922,1819,22
8687,181950,1819,50
8688,181930,1819,30
8689,181934,1819,34
8690,181942,1819,42
8691,181958,1819,58
8692,181970,1819,70
8693,181838,1818,38
8694,181966,1819,66
8695,181974,1819,74
8696,181978,1819,78
8697,181854,1818,54
8698,181998,1819,98
8699,182002,1820,2
8700,181858,1818,58
8701,181982,1819,82
8702,181986,1819,86
8703,182006,1820,6
8704,182010,1820,10
8705,182022,1820,22
8706,181866,1818,66
8707,182234,1822,34
8708,182246,1822,46
8709,182186,1821,86
8710,182198,1821,98
8711,182094,1820,94
8712,182282,1822,82
8713,182146,1821,46
8714,182102,1821,2
8715,182250,1822,50
8716,182254,1822,54
8717,182098,1820,98
8718,182290,1822,90
8719,182242,1822,42
8720,182222,1822,22
8721,182274,1822,74
8722,182050,1820,50
8723,182266,1822,66
8724,182086,1820,86
8725,182218,1822,18
8726,182154,1821,54
8727,182194,1821,94
8728,182038,1820,38
8729,182226,1822,26
8730,182258,1822,58
8731,182286,1822,86
8732,182054,1820,54
8733,182182,1821,82
8734,182062,1820,62
8735,182074,1820,74
8736,182230,1822,30
8737,182270,1822,70
8738,182202,1822,2
8739,182166,1821,66
8740,182162,1821,62
8741,182206,1822,6
8742,182134,1821,34
8743,182210,1822,10
8744,182090,1820,90
8745,182238,1822,38
8746,182046,1820,46
8747,182170,1821,70
8748,182262,1822,62
8749,182190,1821,90
8750,182278,1822,78
8751,182042,1820,42
8752,182058,1820,58
8753,182066,1820,66
8754,182070,1820,70
8755,182078,1820,78
8756,182214,1822,14
8757,182150,1821,50
8758,182158,1821,58
8759,182174,1821,74
8760,182082,1820,82
8761,182106,1821,6
8762,182126,1821,26
8763,182142,1821,42
8764,182110,1821,10
8765,182114,1821,14
8766,182118,1821,18
8767,182122,1821,22
8768,182130,1821,30
8769,182138,1821,38
8770,182178,1821,78
8771,182530,1825,30
8772,182358,1823,58
8773,182354,1823,54
8774,182498,1824,98
8775,182398,1823,98
8776,182538,1825,38
8777,182486,1824,86
8778,182462,1824,62
8779,182526,1825,26
8780,182326,1823,26
8781,182322,1823,22
8782,182474,1824,74
8783,182362,1823,62
8784,182534,1825,34
8785,182382,1823,82
8786,182302,1823,2
8787,182330,1823,30
8788,182482,1824,82
8789,182314,1823,14
8790,182446,1824,46
8791,182310,1823,10
8792,182542,1825,42
8793,182410,1824,10
8794,182394,1823,94
8795,182338,1823,38
8796,182294,1822,94
8797,182426,1824,26
8798,182546,1825,46
8799,182454,1824,54
8800,182414,1824,14
8801,182374,1823,74
8802,182378,1823,78
8803,182430,1824,30
8804,182478,1824,78
8805,182466,1824,66
8806,182350,1823,50
8807,182418,1824,18
8808,182438,1824,38
8809,182342,1823,42
8810,182334,1823,34
8811,182298,1822,98
8812,182306,1823,6
8813,182318,1823,18
8814,182450,1824,50
8815,182458,1824,58
8816,182366,1823,66
8817,182346,1823,46
8818,182406,1824,6
8819,182370,1823,70
8820,182386,1823,86
8821,182390,1823,90
8822,182402,1824,2
8823,182470,1824,70
8824,182510,1825,10
8825,182514,1825,14
8826,182422,1824,22
8827,182434,1824,34
8828,182442,1824,42
8829,182490,1824,90
8830,182518,1825,18
8831,182494,1824,94
8832,182502,1825,2
8833,182506,1825,6
8834,182522,1825,22
8835,182746,1827,46
8836,182590,1825,90
8837,182634,1826,34
8838,182786,1827,86
8839,182642,1826,42
8840,182654,1826,54
8841,182758,1827,58
8842,182586,1825,86
8843,182562,1825,62
8844,182610,1826,10
8845,182570,1825,70
8846,182794,1827,94
8847,182706,1827,6
8848,182658,1826,58
8849,182678,1826,78
8850,182686,1826,86
8851,182714,1827,14
8852,182630,1826,30
8853,182650,1826,50
8854,182614,1826,14
8855,182662,1826,62
8856,182718,1827,18
8857,182666,1826,66
8858,182682,1826,82
8859,182698,1826,98
8860,182702,1827,2
8861,182738,1827,38
8862,182594,1825,94
8863,182670,1826,70
8864,182690,1826,90
8865,182722,1827,22
8866,182598,1825,98
8867,182766,1827,66
8868,182770,1827,70
8869,182574,1825,74
8870,182674,1826,74
8871,182694,1826,94
8872,182734,1827,34
8873,182638,1826,38
8874,182710,1827,10
8875,182726,1827,26
8876,182750,1827,50
8877,182762,1827,62
8878,182730,1827,30
8879,182742,1827,42
8880,182606,1826,6
8881,182798,1827,98
8882,182754,1827,54
8883,182618,1826,18
8884,182774,1827,74
8885,182778,1827,78
8886,182622,1826,22
8887,182802,1828,2
8888,182782,1827,82
8889,182790,1827,90
8890,182550,1825,50
8891,182566,1825,66
8892,182554,1825,54
8893,182602,1826,2
8894,182558,1825,58
8895,182578,1825,78
8896,182582,1825,82
8897,182626,1826,26
8898,182646,1826,46
8899,183010,1830,10
8900,183050,1830,50
8901,182822,1828,22
8902,182950,1829,50
8903,182830,1828,30
8904,182842,1828,42
8905,182990,1829,90
8906,183038,1830,38
8907,182962,1829,62
8908,182934,1829,34
8909,182930,1829,30
8910,182974,1829,74
8911,182902,1829,2
8912,182970,1829,70
8913,182854,1828,54
8914,182998,1829,98
8915,182814,1828,14
8916,182938,1829,38
8917,182986,1829,86
8918,182958,1829,58
8919,183014,1830,14
8920,183042,1830,42
8921,182994,1829,94
8922,182818,1828,18
8923,182826,1828,26
8924,182834,1828,34
8925,182966,1829,66
8926,182914,1829,14
8927,182922,1829,22
8928,182926,1829,26
8929,182850,1828,50
8930,182954,1829,54
8931,182894,1828,94
8932,182910,1829,10
8933,182978,1829,78
8934,183002,1830,2
8935,182982,1829,82
8936,183054,1830,54
8937,183006,1830,6
8938,183058,1830,58
8939,182862,1828,62
8940,183046,1830,46
8941,182870,1828,70
8942,182866,1828,66
8943,183018,1830,18
8944,182918,1829,18
8945,182806,1828,6
8946,183022,1830,22
8947,183026,1830,26
8948,182810,1828,10
8949,182838,1828,38
8950,182846,1828,46
8951,183030,1830,30
8952,182874,1828,74
8953,182858,1828,58
8954,182898,1828,98
8955,182878,1828,78
8956,182882,1828,82
8957,183034,1830,34
8958,182886,1828,86
8959,182890,1828,90
8960,182906,1829,6
8961,182942,1829,42
8962,182946,1829,46
8963,183162,1831,62
8964,183106,1831,6
8965,183062,1830,62
8966,183194,1831,94
8967,183310,1833,10
8968,183222,1832,22
8969,183182,1831,82
8970,183142,1831,42
8971,183146,1831,46
8972,183198,1831,98
8973,183246,1832,46
8974,183234,1832,34
8975,183118,1831,18
8976,183178,1831,78
8977,183206,1832,6
8978,183110,1831,10
8979,183090,1830,90
8980,183314,1833,14
8981,183066,1830,66
8982,183070,1830,70
8983,183218,1832,18
8984,183226,1832,26
8985,183130,1831,30
8986,183114,1831,14
8987,183174,1831,74
8988,183074,1830,74
8989,183078,1830,78
8990,183138,1831,38
8991,183134,1831,34
8992,183230,1832,30
